Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,JB,DH,YU,IF,DU,QA,AI,XA,KI,YP,MU,CC,AR,DX,BQ,PD,GR,OD,XC,AT,MG,YJ,DR,HP,LG,NI,AZ,SQ,CP,TF,EP,AG,CD,RO,ZP,RG
2026-08-24,125.0,127.0,121.0,123.0,948800,-0.029,0.0,0.0089,0.0,0.0,0.002,0.0,0.0,0.0004,0.0,0.0,-0.0008,0.0,0.0,0.0,0.0044,0.0,0.0125,0.0,-0.0012,-0.0035,0.0029,0.0001,0.0013,0.0035,0.0,0.0,0.0002,0.0,-0.0301,0.0,0.0045,0.0,0.0192,0.0036,0.0,0.0012,0.0,0.0,-0.0,0.0,0.0
2026-08-26,129.0,129.0,124.0,125.0,2809100,0.0,-0.0063,0.0171,-400.0,0.0,-0.0033,0.0,0.0,0.0,0.0002,0.0,-0.0,0.0,0.0,0.0,-0.0152,0.0,-0.0063,0.0,0.0,0.0022,0.0001,0.0,0.1182,-0.0058,0.0,-0.0025,-0.013,-0.0,0.0,0.0,0.0013,0.0,-0.0861,0.0001,0.0,0.0005,-0.0001,0.0,0.0,0.0,-0.0013
2026-08-27,132.0,133.0,125.0,129.0,3096100,-0.1251,0.0,-0.0174,-0.0,0.0,-0.0116,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,-0.0054,0.0,0.0001,-0.0012,0.0037,0.0,0.1384,0.0069,0.0001,-0.0038,0.0,0.0,-0.0054,0.0,-0.0235,0.0049,0.0074,0.0131,0.0,0.0084,0.0,0.0,0.0,0.0,0.0
2026-08-28,143.0,168.0,139.0,145.0,68311000,0.0001,0.0028,0.7801,-0.0011,0.0,0.0952,-0.0036,0.0039,-0.0011,0.0215,0.0,-0.0028,-0.0063,-0.0002,-0.0007,-0.2858,-0.0005,0.0345,-0.1348,-0.0001,-0.0488,-0.0194,0.0253,-0.3368,0.1458,0.027,-0.0244,0.0639,-0.0003,-0.1353,-0.0188,-0.0069,-0.0092,-0.1436,-0.0014,0.0005,-0.0193,0.0001,0.0001,0.0001,0.0004,0.0
