Date,Close,High,Low,Open,Volume,AK,TP,YB,AT,MG,XL,KK,YJ,DR,HP,LG,DH,YU,QA,NI,DU,AI,KI,XA,ZP,AZ,YP,CP,TF,CC,EP,MI,BQ,PD,GR,XC,OD,BK,RO,SQ,LS,FS,PG,IN,EL,FZ,IF,ZR,CD
2026-08-24,690.0,725.0,685.0,705.0,23246900,0.5703,0.2019,0.0109,0.0007,-1.4,-2.9,0.0514,0.0,0.0263,0.0,0.066,0.021,0.0144,-0.0007,-0.1523,0.0003,0.0,0.0003,-0.0508,-0.3315,0.01,1.5,0.1391,0.0,0.939,-0.0271,0.0,0.0024,0.6644,0.0298,-0.1566,0.8527,0.4755,0.0094,-0.5115,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0107,-0.0072
2026-08-26,660.0,695.0,655.0,690.0,16329300,-0.6375,0.2704,0.0252,-0.3465,0.017,1.9,0.4803,0.033,-0.0075,0.002,-0.7391,0.0592,-0.4399,0.0,0.0618,0.0,0.0013,0.0,-0.0561,0.0129,0.054,0.1759,0.0898,0.0,-1.2,0.006,0.0608,0.0096,0.1937,0.0671,0.1507,0.1622,-0.2243,0.0021,-0.2246,0.0,0.0013,0.0,0.0,0.0068,0.0124,-0.0009,0.0,0.0
2026-08-27,690.0,690.0,655.0,660.0,6990000,0.3569,0.041,-0.0386,-0.0242,0.0092,0.2961,-0.0253,0.0007,0.1029,-0.0643,-0.2045,0.0045,-0.0001,0.0024,0.0452,0.0,0.0,0.0,0.005,-0.0042,0.016,-0.0725,0.1201,0.0,-0.4219,0.0991,-0.0373,-0.0043,-0.0505,0.0027,-0.2792,-0.1083,0.1531,-0.0016,0.2207,0.0067,-0.0014,-0.135,-0.0089,0.0,0.0,0.0,0.0,0.0
2026-08-28,700.0,700.0,680.0,690.0,9450400,0.6755,-0.0047,0.0034,0.0099,-0.0357,-0.4167,-0.0078,0.0003,0.0804,-0.0098,0.0152,-0.032,-0.0001,0.0014,0.1362,0.0013,-0.0014,0.0007,-0.014,-0.0009,0.073,-0.1321,1.5,-0.0069,-0.1536,-0.0159,0.0029,-0.0046,-0.0459,-1.4,-0.0339,-0.3694,0.009,0.0007,0.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
