Date,Close,High,Low,Open,Volume,SF,AT,MG,XL,HD,KK,DR,HP,AO,LG,DH,QA,YP,CP,CC,BQ,PD,XC,OD,RO,SQ,YB,YJ,GI,DU,NI,XA,AI,KI,AZ,TP,IF,YU,FZ,EP
2026-08-24,27.0,27.0,26.0,26.0,13529300,0.0,0.0,0.0,0.0949,0.0,-0.0474,-0.0226,0.0,0.0,0.0,0.052,0.0001,0.0031,-0.0084,-0.0053,0.0,-0.0033,0.0044,-0.0138,0.0008,0.0035,0.0031,-0.003,0.0,0.0,0.0002,-0.0626,0.0,0.0,0.0,0.0,0.0031,0.0,0.0003,0.0008
2026-08-26,26.0,27.0,26.0,26.0,5931600,0.0,0.0,0.0003,0.0495,0.0,-0.027,-0.0351,0.0,0.0,0.0,0.0001,-0.0001,0.0062,-0.0054,0.023,-0.0001,-0.0099,0.0073,0.0002,-0.0,0.0,-0.0063,-0.0041,0.0,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,28.0,28.0,26.0,27.0,33847200,0.0,-0.0086,0.1051,-0.0124,0.0,0.0504,-0.1857,0.0,0.0,0.0,-0.0243,-0.0095,0.072,0.0078,0.1807,0.0022,0.001,-0.0216,0.0009,-0.0002,-0.0015,0.0149,-0.0024,0.0,0.0195,-0.0027,0.0012,-0.0003,-0.0,-0.1866,0.0,0.0,0.0,0.0,0.0
2026-08-28,28.0,29.0,27.0,28.0,7294100,0.014,200.0,-0.0004,-0.0198,-0.0,0.0072,0.0,0.0,0.0014,-0.0124,-0.012,0.0008,0.0055,0.0068,0.0017,-0.0117,0.0001,0.0202,-0.0033,-0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
