Date,Close,High,Low,Open,Volume,AI,LG,HD,PD,CP,AT,BQ,RO,FZ,ZP,NI,SQ,AO,EP,DR,QA,XL,YB,MG,AZ,KI,CC,AG,KK,YP,XA,OD,TP,XC,LS,BF,BR,PF,HP,YU,GR,YJ,DH,OK,MI,SF,TF,IF,CD,GI,DU,BK,AK,SH,PC,MU
2026-08-24,232.0,236.0,210.0,210.0,723820900,0.2301,2.3,-0.0317,1.7,0.9096,0.0272,0.083,0.0132,-0.0212,-0.0533,0.3259,0.4404,0.4581,0.0184,0.0635,0.0,7.8,0.0494,1.8,0.2415,-19.3,0.6804,0.026,0.2345,0.0,2.4,-0.0478,-0.2577,1.5,0.0554,0.0,0.0,0.0,-0.2783,0.0123,-0.0066,0.0,0.141,0.0,0.0,0.0,0.0,0.0186,-0.0089,0.0,0.0,-0.0006,-1.5,-0.0042,-0.0,-0.0007
2026-08-26,268.0,270.0,198.0,236.0,1728083000,-0.0614,-0.8506,-2.7,0.7522,-2.1,-0.0231,-0.1154,0.0,-0.0272,-0.1826,0.137,-0.4543,-2.4,0.091,-0.1721,0.0,3.0,-2.5,-0.3376,-0.6609,6.1,5.3,-0.1163,0.1565,-0.0422,-1.5,-0.0491,0.0,-0.5578,-0.06,0.0,0.0005,0.0,-0.5578,0.26,-0.0343,0.0,-0.1069,0.0,0.0,0.0002,0.0003,-0.0202,0.0244,0.0,0.0,0.0466,-0.0501,0.0,0.0,0.0
2026-08-27,228.0,280.0,228.0,280.0,107661300,0.0366,0.8104,3.1,0.299,-0.6411,0.0893,-0.0301,0.0053,0.0,0.0046,-0.0065,0.3128,0.6059,-0.1483,0.0524,0.0062,-2.6,-0.0668,0.2782,0.0043,-4.0,0.3981,-0.0001,0.4857,1.2,-0.544,0.0879,0.0,0.5633,0.246,0.0,0.0228,0.007,-0.4339,-0.2689,0.0722,0.0068,0.0028,0.0046,-0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,194.0,194.0,194.0,194.0,31944100,0.002,0.0069,-2.7,0.0678,0.037,0.0003,0.003,0.0018,-0.0007,0.0262,0.1173,0.0316,0.8181,0.0027,0.0143,0.0002,0.9104,0.471,-0.9936,0.0326,0.0002,0.7569,0.0002,-0.0512,-0.6122,0.0196,0.09,0.0034,0.8771,-0.0067,0.0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
