Date,Close,High,Low,Open,Volume,DH,YP,YB,XL,AZ,MG,CC,KK,DR,PD,BQ,XC,OD,HP,RO,SQ,NI,XA,ZP,CP,GR,TP,YU,IF,PC,EP
2026-08-24,240.0,256.0,234.0,256.0,3501800,0.0001,0.0237,0.0442,0.145,0.0017,0.0002,0.0386,0.0071,0.0485,0.008,0.0017,0.0557,0.0049,-0.3109,0.0039,0.006,0.0075,-0.3157,0.0,0.0005,0.1033,0.0,0.119,-0.0004,0.0071,0.0
2026-08-26,242.0,244.0,240.0,242.0,210300,0.0,-0.0004,0.0004,0.0089,0.0002,0.0,0.0014,-0.0001,-0.0187,0.0008,0.0,0.0044,0.0018,0.0016,0.0,0.0005,0.0002,-0.0012,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,240.0,242.0,238.0,242.0,214500,0.0,0.0006,0.0005,0.0203,0.0,0.0,-0.0005,0.0001,0.0078,0.0002,0.0,-0.0002,0.0,-0.0141,0.0,0.0017,0.0017,-0.0227,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0
2026-08-28,240.0,242.0,232.0,240.0,172500,0.0001,0.0023,0.0012,0.0108,0.0005,-0.0264,0.0004,0.001,0.0058,0.0025,0.0007,0.001,0.0001,-0.0022,-0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
