Date,Close,High,Low,Open,Volume,BQ,YU,CC,HD,NI,LS,XC,PI,AZ,PC,IH,SF,PD,XA,IU,RO,AT,XL,CP,IN,OD,PG,ZP,AK,LG,DU,YP,SA,BK,RG,AG,DX,SQ
2026-08-24,620.0,625.0,610.0,620.0,1083200,-0.0646,0.0,0.0298,-0.0003,0.0002,0.0001,0.0,0.0011,-0.1213,-0.0825,0.0,0.0369,0.0036,0.0103,-0.1064,0.0057,0.0018,-0.0538,0.0001,0.0794,0.0001,0.0103,0.0287,0.0083,0.0,0.0872,0.0001,0.0863,0.0,0.0759,-0.0376,0.0001,0.0005
2026-08-26,610.0,620.0,605.0,610.0,1056200,-0.1502,-0.0352,0.0494,0.0003,0.0,0.0001,-0.003,0.013,0.0511,0.0456,-0.0504,-0.0509,0.0015,0.0092,0.0542,0.0063,-0.0013,-0.18,0.0001,0.0567,0.0001,0.0092,-0.0509,0.0356,0.0002,0.0514,0.0,0.0445,0.0,0.0629,0.0305,0.0001,0.0002
2026-08-27,610.0,620.0,605.0,610.0,693200,0.1351,-0.0321,-0.0138,-0.0003,0.0013,0.0001,0.0,0.0593,0.0324,0.0408,-0.0437,-0.0313,0.0062,0.0406,0.0517,0.0,0.0079,-0.0516,0.0001,-0.0306,0.0,0.0352,-0.0563,-0.0182,0.0001,-0.0512,0.0001,-0.0487,0.0035,-0.0364,0.0,0.0,0.0
2026-08-28,610.0,620.0,605.0,610.0,628600,-0.03,0.0597,-0.0383,0.0006,-0.0011,-0.0,0.0004,-0.0325,-0.0182,-0.0213,0.0719,0.1087,-0.0604,-0.015,-0.0183,-0.0563,-0.0056,-0.0051,-0.0001,0.0047,-0.0005,-0.0248,0.0841,-0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
