Date,Close,High,Low,Open,Volume,LG,HD,PD,CP,AT,BQ,NI,SQ,MU,EP,DR,QA,XL,YB,AZ,CC,KK,YJ,YP,XA,OD,DH,XC,FZ,RO,ZP,FS,KI,LS,HP,AO,MG,GR,IF,DX,AI,PC,ES,YU
2026-08-24,104.0,107.0,102.0,104.0,1889900,-0.0089,0.0,-0.002,0.0,-0.0001,0.0001,-0.0025,-0.0019,-0.0009,-0.0159,0.0,-0.0005,0.0009,0.0,-0.0066,-0.0068,0.0095,0.0003,0.0239,0.0,0.0001,-0.0004,0.0121,0.0,0.0,0.0,-0.0196,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0
2026-08-26,110.0,120.0,102.0,105.0,21707200,0.0045,-0.0008,0.0717,-0.0057,-0.0048,-0.0085,0.0168,0.0,-0.0055,-0.0084,0.0012,0.0,-0.0007,0.0511,0.0001,0.0465,-0.0269,-0.0002,0.0697,0.1364,-0.0421,-0.0065,0.001,0.0,0.0001,0.0,-0.2715,-0.0001,0.0,0.0,0.0,-0.0038,-0.0,0.0005,-0.0,-0.0126,-0.0006,0.0,-0.001
2026-08-27,113.0,117.0,111.0,115.0,10252800,-0.0048,0.0001,0.027,0.0377,0.0026,-0.0,0.0256,0.0142,-0.0182,-0.0011,-0.0012,-0.0,0.031,0.0013,0.0004,0.0523,-0.0066,0.0,-0.0092,-0.0075,-0.0004,-0.0102,-0.0245,0.0014,-0.0013,-0.0062,-0.115,-100.0,-0.0,0.0,0.0006,0.004,0.0079,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,111.0,118.0,109.0,113.0,3074300,0.0,0.0003,0.0028,0.0,-0.001,0.0013,0.0192,0.0005,-0.0669,-0.0012,0.0,0.0,0.0353,-200.0,0.0001,0.0029,0.0306,-0.0002,-0.0311,0.0,0.0058,-0.0002,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
