Date,Close,High,Low,Open,Volume,AI,LG,HD,PD,CP,AT,RO,BQ,HP,ZP,EP,NI,SQ,DR,IF,XL,BK,YB,YU,AZ,KI,AK,GR,CC,AG,KK,YP,XA,OD,DH,XC,TP,BR,RB,FZ,SH,QA,CD,DX,YJ,RG,PC,MG,KZ
2026-08-24,362.0,382.0,334.0,368.0,11358500,0.0,0.0,0.1534,0.013,0.0168,0.0283,-0.0592,-0.0036,0.0,-0.0352,0.0008,0.7076,-0.0021,0.0018,-0.4973,0.1903,-0.1304,-0.0001,-0.0101,-0.0039,0.0001,-0.0316,-0.0005,-0.3566,-0.0051,-0.2893,-0.0359,0.0021,0.0075,0.0024,0.0119,-0.0,0.0,-0.018,-0.0008,-0.0,-0.0015,-0.0032,0.0,-0.0037,-0.0128,-0.0075,-0.0052,0.3778
2026-08-26,326.0,372.0,326.0,362.0,8122200,0.0002,-0.0099,-0.1175,-0.1009,0.1398,0.0388,0.0482,0.1968,0.0,-0.0,-0.0175,0.0182,0.0082,0.0013,0.0066,0.1299,-0.0078,0.001,0.0,-0.0199,0.0,-0.0001,-0.0017,-0.4538,-0.0034,0.0125,0.0028,0.002,0.0086,-0.0177,0.0136,0.0218,0.0,0.0822,-0.0005,-0.0,-0.0045,0.0228,0.001,-0.0016,0.0008,0.0,0.0,0.0
2026-08-27,358.0,358.0,310.0,324.0,4521800,-0.0117,-0.0,0.1344,-0.1845,-0.059,-0.0245,0.0,-0.0022,0.0,0.0056,0.0018,-0.0155,-0.0029,-0.0029,0.0,-0.2203,0.0017,0.0188,0.0,0.0174,0.0,0.0,-0.0124,0.2584,-0.0376,-0.0425,-0.0228,0.0007,-0.0001,-0.0107,0.2997,0.0,0.0002,-0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,364.0,386.0,358.0,360.0,5452900,-0.0037,0.0178,-0.1002,0.0066,0.0325,-0.0068,-0.0594,-0.0037,0.0011,-0.0033,0.0215,0.011,-0.0068,0.0018,-0.189,0.1269,-0.0081,-0.0026,0.0021,-0.0033,-0.0001,0.0451,0.0001,0.0757,0.0,-0.0016,-0.0056,0.0204,-0.0299,-0.0049,0.0147,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
