Date,Close,High,Low,Open,Volume,RO,CC,YP,XL,CP,XC,GR,OD,SQ,PD,MI,XA,MG,YB,NI,AT,KK,AZ,IH,BQ
2026-08-24,635.0,640.0,630.0,640.0,35100,0.0079,0.0001,0.0001,-0.0063,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,-0.0019,0.0,0.0,0.0
2026-08-26,645.0,655.0,625.0,635.0,93100,0.0,-0.0142,0.0,-0.0181,0.0,0.0025,0.0,0.0001,0.0343,-0.0068,-0.0143,0.0001,0.0163,0.0,0.0003,0.0,-0.0001,0.0,0.0,0.0
2026-08-27,630.0,655.0,615.0,635.0,138500,0.0086,0.0004,-0.0001,0.0088,0.0,-0.0035,0.0,0.0001,-0.0325,0.0013,0.006,0.0,-0.0155,0.003,0.0019,-0.0001,0.0142,0.0076,-0.0001,-0.0002
2026-08-28,645.0,645.0,635.0,640.0,63300,-0.0087,0.0007,0.0003,0.0011,-0.0013,-0.0073,-0.0006,-0.0064,0.0009,0.0258,-0.0045,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
