Date,Close,High,Low,Open,Volume,QA,NI,YB,SQ,YP,XL,CP,CC,EP,KK,YJ,BQ,PD,HP,OD,XC,TP,DR,DH,XA,KI,AZ,GR,MG,LG,YU,IF,DX,RO
2026-08-24,25.0,26.0,25.0,26.0,12722000,0.0,0.0137,0.0113,0.0,-0.1364,0.0229,-0.0002,0.0012,0.1288,0.0069,0.0,0.0,0.0118,0.0,0.0029,0.0002,-0.0299,0.0017,0.0021,0.0,0.0,0.0,0.0,0.005,0.0,-0.042,0.0,0.0,0.0001
2026-08-26,24.0,25.0,24.0,25.0,14578700,0.0,0.0029,0.0297,0.0097,0.037,0.012,-0.2226,0.0007,0.0999,0.036,0.0,0.0,0.0124,0.0,-0.0695,0.0056,0.0001,-0.0219,0.0001,0.0002,0.0,0.0461,0.0,0.0056,0.0024,0.0123,0.0012,0.0003,0.0
2026-08-27,25.0,25.0,25.0,25.0,20269600,0.0,0.04,-0.0149,0.1644,-0.0262,-0.0163,-0.2148,0.0011,0.1746,0.0091,0.0,-0.0,0.0156,-0.025,0.0049,0.003,-0.0,-0.0499,-0.0663,-0.0021,0.0,0.0006,0.0024,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,25.0,25.0,25.0,25.0,4748300,0.0,-0.0219,0.0119,0.0001,-0.0073,-0.0007,-0.0625,-0.004,-0.0044,0.0003,-0.005,0.0093,-0.0005,0.0,0.0846,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
