Date,Close,High,Low,Open,Volume,SF,TP,YB,XL,HD,LS,KK,DH,YU,IF,QA,DU,XA,KI,AI,YP,PC,MU,CC,AR,BQ,PD,GR,OD,IN,EL,XC,AK,AT,MG,RF,YJ,FS,DR,PG,HP,IT,IH,AO,LG,IU,NI,AZ,SQ,CP,TF,EP,AG,BK,ZP,BS,SS,SH,DX,SA,ES,CD,RO,FZ,RS,BB
2026-08-24,107.0,112.0,106.0,111.0,254608000,0.0,-0.0082,-0.588,0.4165,-0.1029,0.0,-0.7985,-0.045,-0.0299,-0.0134,0.0121,0.0,0.0546,-0.0025,-0.0641,-0.3983,0.0002,0.0,0.6908,0.0,-0.1147,-0.1722,-0.469,0.1357,0.0,0.0035,0.8114,0.3711,0.0756,1.0,0.0,0.1877,-0.0161,-0.0041,-0.0802,0.0841,0.0107,0.0,0.0064,-0.6835,-0.0001,0.2097,0.0313,-0.2453,0.5084,0.0002,0.0042,0.0432,-0.0633,0.0654,-1.4,0.0,-0.0,-0.0316,0.0011,0.0,0.0,0.0568,-0.0029,-0.0001,0.54
2026-08-26,96.0,107.0,96.0,107.0,535189100,0.0291,0.0311,-0.5607,-2.8,0.1514,0.0,0.4736,-0.2097,0.0686,0.0,-0.1162,0.0,-0.3789,0.0311,-0.1341,-3.1,0.0,0.1145,-0.8598,0.0,-0.0937,-0.6371,-0.2803,0.1695,0.206,0.0,0.8222,3.4,-0.0413,0.1007,0.0,-0.1923,0.203,0.1375,0.0551,0.1416,-0.1058,0.0,0.1756,0.3992,-0.0145,0.965,0.1311,0.636,-0.0874,0.0,-0.0199,0.1779,0.5757,0.3977,0.0,0.0,-0.0299,0.0,0.0,0.0,0.0,0.0573,-0.0002,0.0,0.0
2026-08-27,102.0,103.0,95.0,95.0,394011900,0.001,-0.8983,-0.3183,2.3,0.2553,0.0185,0.999,0.0447,-0.0063,-0.0192,0.002,0.0,0.0067,0.0126,0.3828,-0.5022,0.0,0.1727,2.4,0.0048,0.0735,-0.6367,-0.3968,-0.3189,0.0,0.0,0.1055,-1.0,0.0932,-0.0685,0.0,-0.0001,-0.2001,-0.1822,-0.001,-0.1048,0.0,0.0,-0.1815,0.1515,0.0255,-0.6731,-0.239,-0.3793,-1.7,0.0,-0.0646,0.0027,0.5995,-0.4545,0.5544,-0.0052,-0.0098,-0.0424,0.001,0.0005,0.1587,0.0397,0.0,0.0,0.0
2026-08-28,107.0,113.0,102.0,104.0,618699600,-0.0328,-0.0151,0.8138,0.9162,-0.2321,-0.0137,-1.3,-0.0798,0.6249,0.2544,0.0059,-0.54,0.0491,0.0694,-0.9698,1.2,0.0006,-0.1244,1.6,-0.0265,0.3627,0.5822,-0.1153,-0.3272,-0.2054,0.0023,-1.4,-3.0,0.0067,-1.0,0.0108,0.0604,0.0477,0.1769,-0.0123,2.2,0.0551,0.0095,-0.0334,1.0,-0.0055,-0.0875,0.9519,-0.3295,-1.0,0.0002,-0.0924,-0.0595,-0.0664,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
