Date,Close,High,Low,Open,Volume,YU,AG,YB,CC,NI,LG,KK,DR,XC,GR,AZ,BK,PD,TP,YJ,IF,DH,XA,RO,AO,AT,YP,XL,CP,OD,HP,QA,SQ,ES,BQ,AK,CD,AI,KI,ZP,EP,FS,MG,HD,FZ,ZR
2026-08-24,107.0,111.0,105.0,110.0,15766800,-0.0002,0.0,0.0424,-0.0095,-0.0256,-0.0002,0.0286,-0.0024,0.1181,0.059,0.0223,-0.0016,0.0036,-0.0051,0.0005,0.0054,0.0236,0.0001,-0.001,0.0,-0.0019,-0.3194,0.0107,-0.0747,0.0148,0.0,0.0,0.1035,0.0,-0.0005,-0.0134,0.0,0.0045,0.0009,0.0069,0.0117,0.0,-0.0011,0.0001,0.0,-0.0002
2026-08-26,98.0,107.0,97.0,107.0,30596200,0.0153,0.0,-0.0484,-0.1063,-0.1313,-0.0008,0.1976,-0.0002,-0.038,-0.0194,-0.2445,-0.0185,0.0154,0.009,0.0,0.0197,0.0007,-0.0013,0.0008,0.0161,0.0079,0.0401,-0.1531,-0.0531,0.0212,0.0,0.015,0.2141,0.0013,-0.1109,0.1216,0.0,0.1113,0.0994,0.0044,0.0042,0.001,-0.0016,0.0098,-0.0,0.0016
2026-08-27,103.0,103.0,96.0,96.0,18265400,0.0212,-0.0001,-0.0119,0.2342,0.0015,-0.3259,-0.0396,-0.0005,0.0511,-0.0097,0.0,0.0347,0.0215,-0.0138,0.0,-0.0208,-0.0478,-0.0005,0.0,0.0,0.0005,0.0169,0.1349,-0.1649,-0.0126,0.0,0.0117,0.0135,0.0,-0.0004,0.1218,0.0025,-0.0113,0.001,0.0004,-0.0076,0.0,0.0,0.0,0.0,0.0
2026-08-28,100.0,104.0,99.0,104.0,8837100,0.003,0.0002,-0.0012,-0.0778,0.002,-0.0193,0.082,-0.0658,0.0579,0.0036,-0.0373,-0.0253,0.0282,-0.0,0.0005,0.0012,0.0011,0.0001,-0.0002,0.01,0.0132,-0.1757,0.1232,0.0178,0.013,0.002,-0.012,0.0539,0.0008,-0.0024,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
