Date,Close,High,Low,Open,Volume,AZ,AG,PO,EP,HD,RG,GR,SQ,KI,YP,AI,PI,LG,OD,AT,CP,KK,XL,XA,YB,DX,BQ,PD,XC,AK,DH,NI,CC,IF,DR,RO,PC,QA,ES,MU,TP,MG,ZP,CD
2026-08-24,56.0,57.0,55.0,57.0,6665100,0.034,0.0,0.0,-0.0308,0.0042,0.0,0.0,-0.0083,0.0,0.0424,0.0,0.0137,0.0,-0.0166,0.0002,-0.0028,0.0064,-0.0858,0.0,0.0,0.005,0.0051,-0.034,0.0517,0.0002,0.0,-0.0195,0.0004,0.0,0.0202,0.0,0.0,0.0007,0.0,0.0137,0.0,0.0,0.0,-0.0001
2026-08-26,55.0,57.0,55.0,56.0,6941900,0.0321,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,-0.0062,0.0,0.0492,-0.0192,-0.004,0.0,0.0136,-0.0036,-0.0291,0.0,0.0075,-0.0273,-0.0026,-0.0116,0.0138,0.0,0.0,-0.0003,-0.022,0.0,0.0,0.0,0.0,0.0021,-0.0006,-0.0141,0.0,0.0042,0.0,0.0
2026-08-27,55.0,56.0,53.0,55.0,9966100,-0.0583,0.0,0.0,0.0022,-0.0472,0.0,0.0,0.0115,0.0,0.0154,0.0027,-0.0543,0.0,0.0016,0.0,-0.0035,0.0171,0.0258,0.0002,-0.0079,-0.0354,0.0533,0.0344,0.0333,-0.0033,0.0005,0.0017,0.0075,0.0,0.0046,0.0,-0.0015,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,56.0,59.0,55.0,56.0,19946800,0.0001,-0.0005,-0.0001,0.0052,-0.0109,0.0157,0.0005,-0.004,0.0,0.0184,-0.0028,-0.0085,0.0,-0.0006,-0.0003,0.0129,-0.0019,-0.0778,0.0032,0.0025,-0.0244,-0.0593,0.2302,-0.0754,-0.0101,-0.0003,0.0002,-0.0019,0.0003,-0.0104,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
