Date,Close,High,Low,Open,Volume,MG,XL,HD,KK,SH,DH,XA,KI,ZP,YP,AZ,CC,CD,BQ,PD,XC,OD,BK,SQ,AK,YB,DR,LG,IF,NI,CP,EP,IN,DU,GR,AT
2026-08-24,160.0,161.0,158.0,161.0,7365900,-0.258,-0.0367,0.0008,0.0045,0.1504,0.0,-0.0242,0.0,0.0,-0.0286,0.1154,-0.0,0.0,-0.0098,0.0005,-0.0008,-0.1034,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.1892,0.0001,0.0,0.0,0.0,0.0004
2026-08-26,159.0,161.0,158.0,159.0,6800600,-0.0104,-0.0138,-0.0024,0.004,0.0228,-0.0006,0.0305,0.0,0.0,0.0402,-0.1026,0.0029,0.0,-0.0095,-0.003,0.0298,0.0,0.0,0.0,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,-0.0,-0.0017,0.0
2026-08-27,157.0,159.0,152.0,159.0,6963300,-0.4144,-0.0112,0.0007,0.0,-0.0226,0.0001,0.0606,0.0004,0.0005,0.0207,0.0667,0.1948,0.0,0.0017,0.0057,-0.0388,0.0011,0.0113,0.0016,0.0877,0.0037,-0.001,-0.0003,-0.0009,-0.0002,0.0169,-0.0,0.0156,0.0,0.0,0.0
2026-08-28,155.0,157.0,154.0,157.0,3060500,0.216,0.0048,0.0012,0.0012,-0.0445,0.0,-0.0392,0.0002,-0.0005,0.0396,-0.0513,-0.1196,-0.0069,0.0009,0.0131,-0.0043,0.0058,-0.0204,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
