Date,Close,High,Low,Open,Volume,AI,AT,CP,FZ,BQ,RO,PD,ID,EP,SQ,NI,PC,DR,QA,XL,MG,YU,KI,AK,GR,CC,KK,YJ,YP,XA,OD,DH,XC,TP,LG,ZP,RS,CD,AG,HP,AO,YB,AZ,IN,DU,IF,RG
2026-08-24,91.0,97.0,91.0,92.0,27180200,0.0104,-0.0087,-0.0217,0.0,-0.024,0.008,0.0,0.0006,-0.0097,0.0041,-0.0117,0.0,-0.014,0.0001,0.3641,-0.0314,-0.4173,0.0,-0.0338,0.0014,-0.1703,0.0164,0.0367,0.1542,0.0004,0.0206,0.0007,-0.033,0.0,-0.0008,0.1387,0.0201,0.0,0.0,0.0,0.0,0.0052,0.0044,0.0,0.0,0.0005,-0.0101
2026-08-26,88.0,98.0,87.0,92.0,52522800,0.0,0.0078,0.0124,0.0,-0.0386,-0.0035,0.1292,0.0012,0.011,0.0089,-0.0017,0.0024,0.0462,0.0008,0.3623,-0.0419,-0.1229,-0.0001,-0.0032,0.0212,-0.1443,-0.0546,0.0264,-0.0239,0.0063,-0.2888,0.0089,0.0292,0.0091,-0.0005,0.0434,0.0,0.0,0.0091,-0.01,0.0013,-0.0028,-0.0002,-0.0,0.0,0.0,0.0
2026-08-27,89.0,91.0,88.0,88.0,5792800,0.0,-0.0002,-0.0182,0.0,0.0266,0.0,-0.0196,0.0,-0.0007,0.0,0.0002,0.0009,-0.0091,0.0,-0.0207,-0.0257,-0.0,0.0003,0.008,-0.0005,-0.0449,0.0036,-0.009,0.0422,0.0068,0.0123,0.0,-0.0004,0.0,-0.0018,0.0684,-0.0194,0.0002,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,90.0,93.0,89.0,91.0,13238400,-0.0151,0.0003,0.0074,0.0027,0.0227,0.0,-0.001,-0.0018,0.019,0.0,-0.0104,-0.0031,0.0027,0.0,0.5013,-0.0003,-0.7001,0.0,0.0321,0.0041,-0.0114,0.0393,-0.0003,0.0663,0.0136,0.0157,0.0036,0.0196,-0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
