Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,RS,DH,YU,IF,QA,XA,KI,BB,YP,MU,CC,DX,BQ,PD,GR,OD,XC,AK,ES,AT,YJ,DR,HP,AO,LG,NI,AZ,SQ,CP,EP,AG,CD,BK,RO,ZP,BS,FZ,AI,PC,MG,SH,FS,IU,RG,SS,PG
2026-08-24,635.0,645.0,620.0,625.0,21245700,-0.035,-0.0103,0.2764,-0.0288,-0.0003,0.6589,0.0,-0.122,-0.5196,0.0013,0.0347,-0.0671,0.1875,-0.625,-0.3155,0.0002,0.6875,0.0243,-0.0133,0.1536,0.5716,-0.1747,0.5878,-0.9702,0.0,0.0049,0.0005,-0.1439,0.0202,-0.016,0.0301,-0.0165,0.4974,0.2041,-0.4648,0.2131,0.0,0.0018,-0.6694,-0.0629,0.1596,0.0,0.0005,0.1811,-0.063,-0.0051,0.0,-0.0884,0.0037,0.0,0.0063,-0.0953
2026-08-26,625.0,645.0,625.0,635.0,19634300,1.2,0.0221,1.7,-0.0955,0.0,0.0254,0.0,0.009,-0.3548,0.0413,0.0007,-0.0131,-0.0196,0.0,0.0638,0.0,-0.4396,0.0114,0.0315,0.2711,0.3369,0.001,0.4596,-1.9,0.0,0.0,0.0327,-0.2397,0.0189,-0.0001,-0.0082,0.1993,0.253,0.0459,0.5404,-0.152,0.0564,0.0,-1.0,0.0144,-0.9963,0.0,0.0183,-0.0031,0.0016,-0.001,0.0003,-0.0813,-0.0037,-0.0074,0.0,0.0
2026-08-27,645.0,650.0,620.0,625.0,13292000,0.0861,-0.0193,1.8,0.0262,-0.0006,-0.0853,0.0,0.0575,-0.3664,0.0,0.0,-0.0353,0.0,0.0,-0.7548,0.0,0.7178,-1.1,-0.0312,0.2945,0.1243,-0.1455,-0.1148,-1.1,0.0,-0.0006,-0.002,0.0041,-0.0062,-0.0258,0.0029,0.2499,0.0644,0.047,-0.272,0.5935,-0.0484,0.0017,0.0003,0.0001,-0.0033,-0.0001,0.0083,-0.0032,-0.0003,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,640.0,660.0,635.0,645.0,23024300,-1.6,0.0075,1.1,-0.0205,-0.0009,-0.0138,-0.0655,0.0726,0.0106,0.0024,0.0006,0.0031,-0.0038,3.5,-1.5,-0.0003,-0.254,-1.0,0.6105,0.8118,0.3159,0.1318,-0.2559,-0.1524,-0.0066,-0.0021,-0.0003,-0.0152,0.026,0.0062,0.009,0.1832,-0.1072,-0.3111,-0.9713,-0.6794,-0.1384,-0.0047,0.3496,-0.0014,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
