Date,Close,High,Low,Open,Volume,ES,YB,MG,XL,HD,AT,TS,KK,YJ,DR,LG,DH,IF,NI,QA,FZ,KI,AI,XA,AZ,YP,SQ,CP,CC,EP,AR,CD,BQ,PD,GR,OD,RO,XC,SF,TP,SS,YU,PO,PC,DX,FS,AO,ZP,MU
2026-08-24,39.0,40.0,39.0,40.0,57008300,0.0,-0.0008,-0.0228,-0.142,0.0517,0.001,0.0,0.191,0.0,-0.0001,0.0041,0.0005,0.0,-0.0124,0.0001,0.0024,0.0,0.0025,-0.0152,0.0079,-0.0202,-0.1363,-0.0981,0.2365,0.0001,0.0,-0.0573,-0.0,-0.0436,-0.0071,0.0365,0.0002,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,36.0,38.0,36.0,38.0,110372000,0.072,0.0032,0.0363,-1.4,0.0246,-0.0131,0.0,0.041,0.3599,0.1176,-0.0047,0.005,0.0015,-0.2008,0.0,0.0,0.0,0.0,0.0112,0.0101,0.1276,0.0149,0.1255,0.2339,-0.0142,0.0,-0.0018,-0.0006,-0.1169,0.0017,0.0507,0.0,0.036,0.0,0.0,0.0,0.0912,0.002,0.0,0.054,0.0007,0.0,0.0,0.3013
2026-08-27,38.0,38.0,36.0,36.0,44018400,0.072,-0.0093,0.0065,-0.0583,-0.005,0.0001,0.0,-0.0007,-0.0,0.006,0.0041,-0.0335,0.0,-0.0144,0.0003,0.0,0.0,-0.038,0.0152,-0.0054,0.1323,-0.0059,-0.0068,0.109,-0.0005,0.0,0.0,-0.011,-0.0783,-0.0004,-0.0302,0.0,-0.0397,0.0076,0.0042,-0.0019,-0.0171,-0.0021,-0.0003,-0.0076,-0.0004,0.0095,0.0,0.0
2026-08-28,37.0,38.0,37.0,38.0,55429200,0.076,0.0287,-0.085,-0.1346,0.019,-0.0012,-0.185,0.0458,0.37,0.0187,0.0327,0.0034,0.0005,0.0142,0.0,-0.0925,0.0045,-0.0065,-0.022,0.0007,-0.0577,-0.0177,0.0163,0.2134,0.0025,-0.37,0.0002,0.0001,0.0647,0.0006,0.0014,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
