Date,Close,High,Low,Open,Volume,XL,EP,YB,SQ,GR,XC,DP,DH,KI,PD,NI,YP,CC,OD,MG,XA,HD,YU,IF,RO
2026-08-24,418.0,426.0,416.0,426.0,55900,0.0071,0.0,0.0,0.0,0.0,-0.0199,0.0,0.0,0.0,0.0005,0.0042,0.0042,-0.0003,0.0042,0.0,0.0,-0.0,0.0,0.0,0.0
2026-08-26,424.0,436.0,418.0,418.0,53200,0.0001,0.012,0.0,0.0003,0.0,-0.0048,0.0,0.0,0.0,-0.0013,0.0013,-0.0041,-0.0037,0.0,0.0,0.0,-0.0,-0.0002,0.0005,-0.0
2026-08-27,428.0,430.0,420.0,424.0,25500,0.0012,-0.0033,0.0,0.0001,-0.0011,-0.0001,0.0,-0.0,0.0,200.0,0.0033,-0.0003,-0.0037,-0.0002,0.0042,0.0,-0.0,0.0,0.0,0.0
2026-08-28,422.0,428.0,414.0,426.0,364100,0.0774,-0.012,0.0021,0.0003,-0.087,0.0044,0.0418,0.0021,0.0,-0.0008,0.0027,-0.0,-0.0196,-0.0073,-0.0041,0.0,0.0,0.0,0.0,0.0
