Date,Close,High,Low,Open,Volume,CC,HP,MG,XL,SQ,XC,AO,RB
2026-08-24,7450.0,7450.0,7425.0,7450.0,500,-0.0015,0.0,0.0,-0.0015,0.0022,0.0,0.0,0.0007
2026-08-26,7450.0,7475.0,7450.0,7450.0,1100,0.0022,-0.0022,0.0,0.0022,-0.0,-0.0015,-0.0007,0.0
2026-08-27,7450.0,7450.0,7450.0,7450.0,100,0.0,0.0,0.0,0.0007,-0.0007,0.0,0.0,0.0
2026-08-28,7450.0,7475.0,7450.0,7450.0,3600,-0.0075,-0.0052,0.0134,0.0089,-0.0097,0.0,0.0,0.0
