Date,Close,High,Low,Open,Volume,LG,HD,PD,BR,GI,BQ,RO,DU,EP,SQ,AO,XL,BK,YB,AZ,AK,CC,KK,YJ,YP,XA,OD,XC,LS,TP,CP,AT,ZP,NI,DR,QA,MG,YU,PO,CD,KI,DH,HP,GR,PC,GA,AG
2026-08-24,154.0,157.0,146.0,157.0,22691800,0.0,-0.0029,0.1209,-0.0174,-0.1715,0.0051,0.0503,-0.0123,0.0015,0.0074,0.0,0.1585,-0.0746,-0.0333,0.2699,-0.1473,-0.2761,-0.0208,-0.0003,0.0369,0.0002,0.0061,0.0244,0.0,0.0,0.0159,0.0,0.0008,-0.0008,0.0,0.0,0.0317,0.0,0.0,0.0005,0.0,0.0093,0.0015,0.0049,0.0,0.0005,0.0107
2026-08-26,156.0,166.0,148.0,154.0,26923800,0.0,0.0015,-0.0243,0.072,-0.053,-0.0139,0.0,0.1267,-0.0012,0.0033,0.0,-0.2475,-0.0117,-0.0006,-0.0105,0.0947,-0.0202,0.0019,0.0,0.0121,-0.0003,-0.0095,-0.0265,0.0086,0.0,0.0,0.0046,0.0,-0.0002,0.0005,0.0,0.095,0.0,0.0,-0.0006,-0.0001,-0.0003,-0.0004,-0.0001,0.0,0.0,0.0
2026-08-27,165.0,165.0,149.0,157.0,19287700,0.0056,-0.0017,-0.0215,-0.2506,-0.6732,-0.0277,0.0,-0.0049,-0.0004,-0.0066,0.0,-0.0511,0.0609,1.0,0.1134,-0.0299,0.1025,-0.0032,0.0,-0.0303,0.0004,-0.0004,-0.0229,-0.0037,0.0,-0.018,-0.0043,0.0221,-0.0066,-0.0005,-0.0001,0.0083,-0.0022,-0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,164.0,166.0,160.0,165.0,20905800,-0.0057,0.0007,-0.0024,0.0002,0.0144,0.0077,-0.0156,-0.0266,0.0749,-0.0032,0.0049,-0.0438,0.0332,-0.0002,0.0136,0.0001,-0.0259,-0.0023,-0.0,-0.0099,-0.0001,0.0,0.0151,-0.0305,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
