Date,Close,High,Low,Open,Volume,IF,NI,DU,TP,YP,SQ,XL,YB,CC,EP,KK,CD,BQ,PD,GR,XC,ZP,MG,HP,LG,DR,DH,CP,OD,SH
2026-08-24,33.0,33.0,32.0,33.0,3380700,0.0,-0.0006,0.0,0.0,0.0015,0.0008,-0.0117,0.0032,0.0022,0.0,0.0079,0.0008,0.0142,-0.0016,0.0,-0.0193,0.0,0.0122,0.0,0.0006,0.0001,0.0,-0.0007,0.0,-0.0096
2026-08-26,31.0,33.0,31.0,32.0,2355400,0.0,0.0003,0.023,0.0,0.0085,0.0005,-0.0286,0.0007,-0.001,0.0,0.0005,0.0011,-0.0037,0.0008,0.0,-0.001,0.005,0.0098,0.0,0.0,-0.016,0.0,0.0001,0.0,0.0
2026-08-27,32.0,32.0,31.0,31.0,2129900,0.0,0.0001,0.0,0.0,-0.0004,-0.0006,0.0008,-0.0,-0.0055,0.0,0.0212,0.0005,0.0002,0.0042,0.0,0.0017,0.0061,-0.025,-0.0032,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,33.0,33.0,33.0,33.0,1331500,0.0005,0.0002,0.0001,-0.0001,0.0,0.0004,0.0171,-0.001,0.0009,0.0,0.0099,0.0008,-0.0147,-0.0065,0.0001,-0.0085,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
