Date,Close,High,Low,Open,Volume,AT,CP,RO,ZP,NI,SQ,XL,CD,YB,KI,AZ,AG,DX,RF,IH,YP,DH,OD,RG,XC,LS,SA,AI,LG,HD,PD,BQ,HP,SH,EP,SS,PI,DR,BK,ES,MG,YU,EL,AK,GR,CC,KK,YJ,XA,TP,FZ,QA,IF,FS,IU,RS,BR,MU,PC,AO,BB,AD,DP,IN,MI,RB
2026-08-24,1900.0,1920.0,1760.0,1800.0,73725300,-0.1098,-0.2087,0.0,0.5557,-1.7,-0.2741,-4.5,0.0,-0.1479,0.2758,0.697,-0.6265,0.0,0.0,0.0046,-2.2,0.2665,-21.9,0.0,0.891,0.0,0.0,5.2,-3.2,-0.1215,-1.1,-0.784,-0.5666,0.0,8.6,3.7,0.0,-1.9,-0.1487,0.0,7.3,0.8481,-0.3715,1.1,1.5,1.7,-0.5393,0.1568,-0.6593,-0.2417,0.0,0.0,-1.9,-0.1237,0.0,0.0,0.0435,0.0,0.0,0.0,1.9,-0.186,10.0,-0.3685,-0.2833,0.0564
2026-08-26,1800.0,1905.0,1800.0,1900.0,38673600,0.0084,0.5889,0.0139,0.5333,-0.5683,-0.4344,-4.9,0.0023,0.0277,-0.2613,-0.6284,0.0391,-0.2802,0.0,-0.0056,1.0,-1.2,3.1,-0.1329,0.725,0.0171,0.0,-0.034,1.9,-0.3691,-1.7,-0.1058,0.1711,0.0042,1.2,0.0037,0.0,-0.5648,-0.7582,0.0009,-0.4282,2.8,0.1898,2.8,-2.3,-5.0,-0.4705,0.2635,0.0582,-0.0257,-0.0007,0.0,-0.1146,0.0,-0.0075,0.0,-0.0047,0.0093,0.0002,-0.0151,4.8,0.0,0.0,0.0,0.0,0.0
2026-08-27,1855.0,1880.0,1785.0,1795.0,20770600,-0.0009,0.2429,-0.0004,3.5,-0.4487,-0.2278,0.981,0.0,0.0878,-0.0098,-1.5,-0.0095,0.0,0.0,0.0022,-0.4127,0.0217,-0.6778,0.0541,-1.5,0.1409,0.0,-0.0064,-0.2562,0.0719,1.7,-0.1775,0.4892,-0.0091,-1.4,0.0,0.0,0.1839,1.3,-0.0195,0.5819,-3.6,0.0162,1.7,0.196,-0.5994,-0.1879,0.0117,-0.0136,-0.1627,0.0002,0.0004,-0.0026,-0.0038,-0.002,-0.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1865.0,1890.0,1825.0,1860.0,24630900,0.0134,0.5721,0.009,0.9915,0.4459,-0.1697,2.9,0.0046,-0.0444,0.1249,-0.2346,0.0036,0.0055,0.0093,0.0009,0.7795,0.4631,-5.0,-0.0534,-0.793,-0.026,-0.0001,-0.3874,-0.2171,-0.0626,0.5913,0.5365,0.2673,-0.0001,-0.0066,-0.0019,-0.0049,-0.1695,0.4814,0.0187,0.0855,1.4,-0.0055,-2.2,0.5955,-1.2,0.1219,0.218,0.2291,-0.1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
