Date,Close,High,Low,Open,Volume,MG,YB,CC,NI,DR,KK,BK,XC,AZ,GR,PD,DH,XA,RO,YP,XL,CP,OD,QA,SQ,KI,BQ,AK,RG,YU,FS,PC,GI,SF,TP,YJ,IF,AO,AT,HP,AF,ZP,EP,PG
2026-08-24,296.0,306.0,292.0,304.0,1973700,0.0001,0.0099,0.035,0.0644,0.0,0.024,0.0001,-0.0526,-0.0008,-0.0253,-0.0281,-0.002,0.0,-0.0048,0.0373,-0.089,0.0009,-0.0015,0.0,0.0029,0.0,-0.0004,-0.0199,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,-0.0084,-0.0059,-0.0001,-0.0023,0.0662
2026-08-26,272.0,296.0,270.0,296.0,3521800,-0.0001,-0.0842,0.038,-0.043,0.0057,-0.0111,0.015,0.0093,-0.001,0.01,0.0108,0.0192,0.0028,0.0,-0.0712,-0.1559,0.0756,-0.0083,0.0005,0.0011,0.0,-0.0025,0.0218,0.0,-0.0073,0.0011,0.0001,0.0,0.0,0.0011,0.0003,0.0002,0.0,-0.0028,0.0,0.0,0.0011,-0.0026,0.1762
2026-08-27,290.0,316.0,270.0,272.0,12823000,0.0242,-0.0099,0.0363,-0.0272,-0.0234,-0.0249,-0.0156,0.012,0.01,0.0093,0.0346,-0.0006,-0.003,0.0015,0.018,-0.0365,-0.0768,0.0221,0.0017,-0.0221,0.0017,0.0055,0.0851,0.0,-0.0054,-0.0012,-0.0002,-0.0001,-0.0017,-0.0012,-0.0003,-0.0022,0.0003,0.0039,0.0001,-0.0061,-0.0013,-0.0065,0.0
2026-08-28,286.0,296.0,284.0,296.0,2173000,0.0012,-0.0028,0.0074,0.0686,0.0193,0.0004,0.0017,-0.0141,-0.0257,-0.0006,-0.0063,0.0,0.0581,0.0005,-0.0206,-0.1235,-0.005,-0.0133,0.0015,0.0479,0.0001,0.001,0.0012,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
