Date,Close,High,Low,Open,Volume,PD,RO,CC,KK,OD,SQ,XC,XL,YB,LG,GR,HP,YP,NI,CP,AK,XA,EP,YU,AO
2026-08-24,1200.0,1200.0,1190.0,1190.0,31500,-0.0065,0.0008,-0.0081,0.0001,0.0001,0.0,-0.0004,-0.0068,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.0004,0.0,0.0092,0.0129,-0.0001
2026-08-26,1185.0,1210.0,1185.0,1195.0,46400,0.0118,-0.0017,-0.0201,0.0012,0.0011,0.0001,0.01,0.0094,0.0,0.0,0.0,0.0001,-0.009,-0.0032,-0.0024,-0.0004,0.0006,0.0024,0.0,0.0
2026-08-27,1205.0,1235.0,1150.0,1185.0,25400,0.0018,-0.0004,-0.0084,0.0,0.0022,0.0001,0.0022,0.002,0.0,0.0001,-0.0001,0.0002,0.0004,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1195.0,1205.0,1195.0,1200.0,10200,0.0002,0.0001,-0.0016,0.0002,0.004,0.0002,-0.001,-0.0032,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
