Date,Close,High,Low,Open,Volume,AK,TP,ES,YB,MG,XL,AT,PD,KK,DR,HP,LG,DH,YU,QA,NI,AI,XA,IF,YP,AZ,CP,CC,EP,DX,AG,BQ,XC,GR,OD,RO,SQ,AD,AO,CD,KI,ZP
2026-08-24,775.0,815.0,765.0,785.0,64200,-0.0006,0.0,0.0,0.0,0.0,0.0169,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039,0.0,0.0,0.0,0.0002,-0.0078,0.0,-0.0064,0.0006,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,-0.0035,0.0,0.0,0.0,0.0,-0.0024
2026-08-26,770.0,790.0,765.0,780.0,15100,-0.0008,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078,0.0
2026-08-27,960.0,960.0,845.0,845.0,4232000,-0.0013,-0.0,0.0,-0.0,0.0005,0.1441,-0.0004,-0.0407,-0.04,0.0083,0.0012,-0.0042,-0.0001,0.0201,0.0015,0.0381,0.0,-0.0014,0.0,0.1652,-0.0073,0.6406,-0.98,0.0007,0.0403,-0.0012,-0.0001,0.0008,0.0002,0.0195,-0.0018,-0.0005,-0.0027,0.0009,-0.0003,0.0,0.0
2026-08-28,985.0,1100.0,960.0,1065.0,3074200,-0.0018,0.0001,0.0,-0.0001,0.0009,0.2839,0.0001,-0.0105,0.0028,-0.0017,-0.0013,-0.0006,0.0004,-0.0213,0.0021,0.2351,0.0051,0.0002,-0.0001,-0.0544,-0.0537,-0.442,-0.0001,0.0012,-0.0457,0.0001,0.0026,0.0199,-0.0001,0.0399,0.0102,0.029,0.0,0.0,0.0,0.0,0.0
