Date,Close,High,Low,Open,Volume,YU,MG,CC,NI,XC,AZ,FZ,PC,PD,YJ,DH,XA,RO,AT,YP,OD,AK,ZR,EL,YB,LG,KK,GR,TP,AO,XL,CP,HP,AI,SQ,OK,BQ,BK,EP,KI,ZP,DR,QA
2026-08-24,163.0,167.0,162.0,166.0,3209800,0.0,0.0074,0.0261,0.0044,-0.017,0.0003,-0.0,0.0033,0.0027,0.0,0.0,-0.0005,0.0,-0.0002,0.0081,0.0005,0.011,0.0,0.0,-0.0323,0.0,0.0132,-0.0006,0.0016,0.0005,-0.0038,0.0001,0.0,0.0,-0.0231,0.0,-0.0172,0.0,0.0,0.0,0.0,0.0153,0.0
2026-08-26,161.0,166.0,152.0,164.0,9239300,0.0056,-0.0086,-0.0429,-0.0102,0.0276,0.0,0.0004,0.0,-0.0116,0.0044,0.0,0.0085,0.0034,-0.0339,-0.1051,0.005,0.0151,0.0,0.0,0.0125,0.0,-0.0296,-0.0006,0.0241,-0.0005,-0.1241,0.2162,0.0,0.0,0.012,0.0,0.0063,0.0088,0.0009,0.0004,-0.0122,0.0279,0.0004
2026-08-27,162.0,163.0,158.0,158.0,4750800,0.0,0.07,-0.0378,0.0059,-0.014,-0.008,0.0003,0.0,0.0071,-0.0001,0.0,0.0104,-0.0039,-0.0101,0.0024,-0.001,0.0826,-0.0001,0.0,-0.0134,0.0,0.0499,0.0058,0.0001,0.0,-0.0347,-0.168,0.0,0.0,0.0174,0.0,-0.0046,0.0376,0.0017,-0.0001,0.0048,0.0,0.0
2026-08-28,162.0,167.0,160.0,163.0,5908300,-0.0052,-0.0421,0.052,0.01,0.0186,0.0059,0.0002,0.0008,-0.0152,-0.0002,-0.0134,-0.0004,-0.0013,0.0383,0.0234,-0.0257,-0.0395,-0.0003,-0.0,0.0052,-0.0074,0.0084,-0.0029,-0.0258,-0.0,-0.0924,0.0314,0.0985,0.0003,-0.0026,-0.0003,0.0378,-0.0297,-0.0262,0.0,0.0,0.0,0.0
