Date,Close,High,Low,Open,Volume,TP,YB,XL,LS,KK,DH,YU,IF,FZ,AI,DU,KI,XA,ZP,YP,AF,CC,DX,BQ,PD,GR,OD,IN,XC,AK,AT,MG,DR,HP,AO,LG,NI,AZ,CP,EP,AG,CD,RG,BK,RO,SQ,SF,HD,SH,PO,QA,BR,YJ,IU,SS,ZR,ES,MU
2026-08-24,550.0,565.0,530.0,540.0,8176500,0.0804,-0.0106,-0.7559,0.0,-0.0853,-0.0115,-0.024,-0.0185,0.0,0.0,0.0,-0.0111,-0.0565,0.4101,-0.0898,0.0,0.1759,0.0,-0.0092,-0.0085,0.0473,0.027,0.0,0.0511,0.1266,0.0005,0.0141,-0.0382,-0.0139,0.0,-0.0019,-0.0783,0.0096,-0.0631,-0.0038,-0.0055,0.0272,0.1304,0.1242,-0.1094,0.1013,0.0,0.0,0.0,0.0676,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0012
2026-08-26,665.0,670.0,530.0,555.0,63893100,0.083,0.2465,-1.4,0.0,-0.4162,-0.2538,-0.0459,0.0,0.0,-0.023,0.0,-0.0182,-0.7118,0.0377,-0.9652,0.0,0.3908,0.0,-0.0464,-0.1613,-0.2457,-0.0882,0.0542,-0.3156,-1.3,-0.0511,1.8,-0.0774,-0.06,0.0,-0.0298,4.0,0.2809,-0.3305,-0.081,-0.0292,0.0325,0.0405,-0.2201,-0.016,0.1086,0.0,0.0,0.0,-0.0428,0.0033,0.0705,0.0,0.0,-0.13,0.0006,0.0,0.0
2026-08-27,630.0,655.0,600.0,620.0,27417500,-0.1124,0.3351,-1.1,0.0084,0.1495,0.1253,-0.1242,0.0034,0.1414,0.0251,-0.0001,0.0001,0.5625,-0.0317,0.1195,0.0,0.9136,0.0009,-0.0145,-0.0587,0.9747,0.1853,-0.0127,0.2849,-0.249,-0.0607,-1.8,-0.0508,0.0275,0.0,0.0618,0.0717,0.101,-0.4109,0.0405,-0.0008,0.0201,-0.109,-0.4934,0.0145,0.5097,-0.0001,-0.0005,0.0068,-0.027,-0.0038,-0.0617,0.0126,-0.0248,0.0,0.0,0.0,0.0
2026-08-28,615.0,660.0,610.0,630.0,13578100,-0.0784,0.1085,0.8593,0.0154,0.0891,-0.0587,-0.013,0.0117,-0.1392,0.025,-0.0001,0.0215,-0.0079,-0.2299,-0.0984,-0.0128,-0.5234,0.004,0.0935,0.1766,-0.5904,0.1621,-0.0419,0.0296,-0.3471,0.0286,0.0033,-0.0016,0.0668,0.0645,0.1523,0.0315,-0.1928,0.0562,-0.0023,0.1424,0.0057,0.0655,0.1126,0.0032,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
