Date,Close,High,Low,Open,Volume,DH,CC,AK,NI,PD,XL,SQ,YP,AZ,EP,KK,XC,GR,OD,ZP,AT
2026-08-24,2400.0,2470.0,2370.0,2470.0,15500,-0.0002,0.0026,0.0,0.0022,-0.024,0.0206,0.0,0.0005,0.0,0.0002,-0.0005,0.0007,-0.0021,0.0,-0.0002,0.0002
2026-08-26,2400.0,2400.0,2350.0,2390.0,4900,0.0,0.0002,-0.0002,0.0,-0.0031,0.0033,0.0002,0.0,0.0056,0.0,0.0,-0.0002,-0.0024,-0.0035,0.0,0.0
2026-08-27,2380.0,2400.0,2330.0,2400.0,10500,-0.0152,-0.0021,-0.0009,0.0016,-0.0016,0.0125,0.0002,0.0002,0.0061,-0.0007,-0.0002,0.0002,0.0,0.0,0.0,0.0
2026-08-28,2390.0,2390.0,2350.0,2380.0,26300,-0.0245,-0.0017,-0.0075,-0.0021,-0.004,-0.005,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
