Date,Close,High,Low,Open,Volume,PD,CP,BQ,HP,NI,SQ,QA,XL,YB,MG,YU,AZ,CC,KK,YP,OD,XC,FS,AT,ZP,TP,DH,DR,RO,GR,EP
2026-08-24,2200.0,2300.0,2160.0,2300.0,37200,0.0085,-0.0003,0.0,0.0,0.0022,0.0004,0.0,-0.0018,0.0,0.0,0.02,-0.0002,-0.0003,0.0004,0.0008,0.0007,-0.0002,0.0,0.0007,0.0,0.0,0.0002,0.0,0.0041,0.0007,-0.0358
2026-08-26,2150.0,2200.0,2020.0,2200.0,133800,0.0002,0.1587,0.0,0.0,0.0024,0.001,0.0,0.0261,0.0017,0.0,-0.1966,0.0059,-0.0074,0.0,0.0026,0.0025,0.0021,0.0,0.0002,0.0019,0.0,-0.0002,-0.001,0.0,0.0,0.0
2026-08-27,2260.0,2290.0,2070.0,2140.0,127500,-0.0215,0.0092,0.0,0.0,-0.0021,-0.0022,0.0,-0.0216,0.0,0.0,0.0385,0.0,0.0785,-0.0004,-0.0633,0.0055,-0.0169,-0.0011,-0.0002,-0.0011,-0.0011,0.0,0.0,0.0,0.0,0.0
2026-08-28,2470.0,2500.0,2180.0,2250.0,284900,-0.0021,0.4658,-0.0,-0.0,-0.006,-0.0029,-0.0002,-0.0479,-0.0,-0.0002,-0.3359,-0.0139,-0.017,-0.0019,-0.0187,-0.0077,-0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
