Date,Close,High,Low,Open,Volume,YU,MG,CC,DR,BK,XC,AZ,GR,YJ,PG,XA,RO,AT,YP,XL,OD,BQ,ZP,AK,RG,NI,PD,CP,BR,SQ,LG,KK
2026-08-24,670.0,680.0,665.0,675.0,3296800,-0.1426,0.0969,-0.0344,0.2514,-0.0136,-0.0088,-0.036,0.0,-0.0839,-0.0485,-0.0975,0.0,-0.0229,-0.1194,-0.1865,-0.1174,0.2834,0.3853,-0.0078,0.0862,0.0,0.0002,0.0,-0.1927,0.0,0.01,-0.0013
2026-08-26,660.0,670.0,660.0,670.0,3969100,-0.1736,-0.0049,-0.0287,-0.2384,0.0138,0.0005,-0.0001,0.0193,0.0289,0.0457,0.0966,-0.0,0.0461,-0.1844,0.2301,0.1158,-0.1627,0.2531,-0.0239,-0.0856,-0.0023,0.0,0.0,0.0547,0.0001,0.0,0.0
2026-08-27,680.0,685.0,645.0,650.0,6009900,-0.0339,0.0712,0.0448,-0.4298,-0.0066,-0.263,-0.013,-0.0197,0.0785,-0.0601,0.0063,0.0,-0.0511,0.4098,0.0919,-0.077,-0.219,0.5234,-0.0006,0.0732,-0.0001,-0.004,-0.0643,-0.057,0.0,0.0,0.0
2026-08-28,685.0,685.0,670.0,680.0,4026800,0.2542,-0.0471,0.0159,-0.0781,0.0578,-0.0001,0.0086,-0.0103,-0.0602,0.0603,-0.115,-0.0,0.0638,-0.1373,-0.1301,0.0771,0.3891,-0.283,0.0096,-0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
