Date,Close,High,Low,Open,Volume,AG,PC,HP,QA,SS,GR,LS,YP,BR,LG,OD,IH,CP,XA,PG,PD,DH,AK,NI,SF,CC,GA,RO,AZ,RF,BS,EP,FZ,ZP,HD,SQ,SA,KI,AI,TP,AT,KK,XL,YB,ZR,DX,GI,BQ,XC,YJ,AR,AO,IF,DR,MG,RG,FS,YU,RS,SH,CD,PO,IU,BK
2026-08-24,198.0,204.0,198.0,202.0,87465300,-0.0566,-0.003,-0.0011,0.0328,0.0,0.2203,0.0002,-0.4406,-0.002,1.1,-0.2379,0.0,0.0117,1.2,0.02,-0.4819,0.0043,-1.3,0.7269,0.0004,2.1,0.0,0.0218,-1.0,0.0,0.0,-0.01,-0.0001,-0.0035,0.0158,0.2967,-0.05,0.0086,0.0001,0.1,0.0067,0.6277,-0.0897,0.0239,0.0,0.0157,-0.0,0.0077,-0.4079,-0.01,0.0,0.0,-0.5306,0.0182,-1.8,0.0,0.0,-0.0519,-0.0245,0.0,0.0,0.001,0.001,-0.033
2026-08-26,198.0,199.0,194.0,198.0,81649700,0.099,0.0,-0.0358,0.0,0.0,-0.2103,0.0011,-0.3023,0.0,9.5,-0.2009,0.0,-0.0441,-0.1483,0.0,-0.6162,-0.1682,0.0,-0.8874,0.0,-1.4,0.0,-0.0125,0.0,0.0,0.0,-0.0112,0.0,-0.0289,-0.0127,-1.0,0.0,0.0,0.0,0.0394,0.0,-0.1845,-2.6,-0.3167,0.0,-0.0127,0.0,0.0055,-0.6688,-0.0099,0.0,-0.985,-0.0117,0.2237,-0.236,0.0,0.2925,0.0,0.0265,-0.099,0.1099,0.0,0.0,0.0
2026-08-27,220.0,222.0,196.0,198.0,411590300,-0.0717,0.0,0.0423,-0.1901,0.0,-0.356,0.0,0.1773,0.0,13.0,-0.8574,0.0,3.6,-1.4,-0.0374,-0.8545,-0.0834,3.2,-1.8,0.0,-6.4,0.0,-0.2995,0.1107,0.0,0.0,0.7188,-0.4113,0.8989,-0.0364,-2.4,0.1625,-0.6376,-0.3299,-1.8,0.0,-1.4,-1.9,0.2212,0.0,-0.0863,200.0,-0.1859,-2.3,0.0691,0.0,0.0538,0.0089,-0.0721,2.7,0.0006,-0.3672,-0.5574,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,212.0,242.0,208.0,224.0,846595300,0.1519,-0.0733,0.0965,0.0924,-9.4,6.2,0.0629,3.4,-0.0376,-0.7179,0.0403,0.044,-2.3,-0.426,-0.0308,1.4,0.0579,-0.6913,-0.7002,0.0337,-2.9,-0.046,-0.0628,5.5,-1.2,-0.0696,0.1645,0.6177,2.5,-0.0759,1.3,-0.171,0.0361,0.5086,0.8846,-0.3245,0.3773,2.8,1.7,-0.0097,-0.0309,0.0572,0.0452,-3.2,-1.7,-0.282,-0.0706,-2.7,0.1301,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
