Date,Close,High,Low,Open,Volume,YB,MG,XL,AT,HD,KK,PG,DR,DH,QA,NI,KI,YP,AZ,CP,CC,EP,CD,BQ,PD,XC,OD,RO,SQ,HP,LG,YU,IF,XA,AI,GR,GI,DX
2026-08-24,71.0,72.0,70.0,72.0,9034800,0.0,0.0167,-0.0018,0.0046,-0.0009,0.0049,0.0,0.0,0.0059,-0.0039,0.0377,-0.0012,-0.0269,0.0004,0.0004,-0.0764,-0.0151,0.0,0.0591,-0.0108,-0.0072,0.021,0.0,-0.0026,0.0,0.0,0.0,0.0001,-0.0036,0.0,0.0,0.0,-0.0001
2026-08-26,67.0,72.0,67.0,71.0,13131700,-0.0,0.0013,-0.0063,-0.0061,0.0011,0.0056,0.0,-0.0033,0.0005,0.0001,-0.0009,0.0001,-0.0059,0.0006,0.0083,-0.1094,-0.2188,0.0,0.0039,0.0144,0.0444,0.0279,0.0,0.0014,0.0,0.0014,0.0021,0.0,0.2808,-0.0431,0.0,-0.0,0.0
2026-08-27,71.0,72.0,67.0,67.0,14473700,-0.0002,0.0072,0.1005,-0.0083,0.0001,0.0746,0.0001,-0.0036,-0.004,-0.0001,0.0189,0.0055,-0.0256,-0.0103,0.0233,-0.033,-0.0545,0.0001,-0.0449,-0.0267,0.0245,-0.02,0.0,0.0007,0.0002,-0.0014,-0.0,0.0,0.0008,-0.0259,0.0018,0.0,0.0
2026-08-28,71.0,72.0,69.0,71.0,5516600,0.0148,-0.0104,-0.0184,-0.0005,-0.0003,0.0133,-0.0001,-0.0243,-0.0022,0.0,-0.0013,0.0015,0.0142,0.0001,0.0528,-0.074,0.0136,0.0,-0.0191,0.0108,0.0257,0.0033,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
