Date,Close,High,Low,Open,Volume,EP,ZP,SQ,KI,YP,OD,AT,CP,KK,TP,XL,XA,YB,BQ,XC,PD,DH,NI,CC,DR,MG,RO,AG,QA,AI,IF,YU,GR,DX
2026-08-24,13650.0,13650.0,11300.0,11375.0,43700,0.0024,0.0,-0.0243,0.0,-0.007,-0.0203,-0.0109,0.0109,-0.0014,-0.0067,-0.1154,0.0,0.0014,0.0,-0.1881,-0.0014,0.0,0.4506,-0.0767,-0.0024,0.0,-0.0232,0.0,-0.0014,0.0,0.0,0.0137,0.0014,-0.0014
2026-08-26,16200.0,16375.0,14500.0,14500.0,100000,-0.005,0.0,-0.0206,0.0,0.025,-0.0081,-0.0021,-0.002,0.0059,0.0,-0.3822,0.0,0.0012,0.0137,-0.0513,-0.0219,-0.0145,0.5702,-0.0795,-0.0108,0.0016,0.0,0.0,-0.0016,-0.0016,0.0,-0.0164,0.0,0.0
2026-08-27,19400.0,19400.0,16875.0,17150.0,119200,0.0048,-0.0019,0.0319,0.0,-0.0487,-0.1152,0.0018,-0.0041,-0.0044,0.0018,-0.2613,0.0194,0.0099,-0.0157,-0.1573,-0.0147,0.0019,0.6321,-0.132,0.02,0.0177,0.0,0.0177,-0.0035,0.0019,-0.0019,0.0,0.0,0.0
2026-08-28,18400.0,21850.0,17250.0,19500.0,96600,-0.0194,0.002,0.0051,0.0043,-0.0044,0.0042,-0.0007,-0.0084,0.0358,-0.0,-0.2427,-0.0214,-0.0145,0.0008,0.3111,0.0206,-0.0003,0.0669,-0.0453,-0.0238,-0.0717,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
