Date,Close,High,Low,Open,Volume,BS,AT,CP,RO,ZP,NI,SQ,QA,IF,XL,YB,AZ,KI,AG,DX,YP,DH,OD,XC,AI,LG,HD,PD,BQ,EP,PC,AO,DR,BK,MG,YU,AK,GR,CC,KK,XA,KZ,TP,SF,CD,LS,AF,BR,HP,AR,YJ,BB,FS,MI,GI,ZR
2026-08-24,350.0,352.0,348.0,350.0,18431100,-0.0003,-0.0348,-0.0067,0.0017,-0.2847,0.144,0.024,-0.0007,0.0006,0.7493,0.0282,0.0201,0.0086,0.0084,-0.0145,0.0292,-0.0572,0.0863,0.1571,0.0,0.005,0.0078,0.2477,0.0313,-0.0227,-400.0,0.0,1.4,-0.5024,0.0004,0.0061,-1.7,0.0011,-0.4333,0.1267,-0.0282,0.0,0.0049,0.0,0.0,-0.0455,0.0,0.0,-0.0,0.0,0.0,0.0,0.0007,-0.0112,0.0001,0.0175
2026-08-26,346.0,350.0,346.0,350.0,26820900,0.001,0.0085,0.0748,-0.0173,-0.1164,-0.0002,0.1614,0.0,-0.0698,1.3,-0.1526,0.0129,0.0015,0.0,0.0055,0.6373,0.2021,-0.0219,0.327,0.0018,0.0248,-0.005,-0.2386,0.0415,0.2803,0.0011,0.0035,0.4306,0.0,0.0014,-0.234,-1.9,-0.049,0.1493,0.0808,0.0105,0.0,0.0061,-0.0,0.0,0.0,0.0,0.0003,0.0007,-0.0144,-0.014,-0.9248,0.0,0.0,0.0,0.0
2026-08-27,352.0,352.0,344.0,346.0,18658000,0.0,0.0216,-0.0712,0.0025,0.1251,0.1682,-0.0472,-0.0036,-0.0034,0.0151,0.0044,0.3925,-0.0951,0.0104,-0.0002,0.1851,-0.0045,-0.0673,0.0752,0.1207,0.4965,0.0155,-0.112,0.0112,0.0146,0.0,0.0429,0.198,-0.4443,0.001,0.017,-1.2,0.1637,0.7445,0.0247,-0.0115,0.0,-0.8051,-0.0014,0.0019,0.0014,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,352.0,354.0,350.0,352.0,15716400,-0.0002,0.0005,-0.0181,0.0065,-0.0044,-0.1871,-0.1445,0.001,0.0001,0.1225,0.0123,-0.0291,-0.0028,-0.0036,-0.0052,1.5,-0.0977,-0.0621,0.1306,-0.4337,0.7809,-0.0022,0.0194,-0.0056,-0.0075,0.0003,0.0003,-0.0484,-1.0,-0.0033,0.0018,-0.2747,0.0332,0.2942,0.0472,0.001,-0.2634,-0.3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
