Date,Close,High,Low,Open,Volume,KK,NI,XA,DR,PD,XL,YP,CC,BQ,XC,GR,OD,SQ
2026-08-24,312.0,318.0,304.0,318.0,26400,0.0016,0.0,0.0,0.0,-0.0047,0.0051,0.0001,0.0,-0.0021,-0.0002,0.0001,0.0001,0.0002
2026-08-26,310.0,320.0,302.0,318.0,18300,0.0015,0.0001,0.0001,0.0,-0.0028,0.001,0.0,0.0004,0.0008,-0.0012,0.0,0.0,0.0
2026-08-27,310.0,318.0,302.0,310.0,33400,0.0018,-0.0001,0.0013,0.0,-0.003,0.0006,-0.0001,0.0002,-0.0009,0.0002,0.0,0.0,0.0
2026-08-28,312.0,314.0,306.0,312.0,12900,0.0016,0.0001,-0.0004,-0.0,-0.0001,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
