Date,Close,High,Low,Open,Volume,RX,DR,MG,PG,GR,HP,RO,SQ,OD,YJ,KK,AT,YU,LG,PD,LS,EP,AZ,XA,CC,NI,IF,XL,ZP,CD,KI,DP,AK,BQ,RG,IC,DH,XC,SH,SS,AG,MI,KZ,YB,AI,TP,IU,YP,IH,HD,CP,QA,DX,BK,AR,AO,RF,BB,TF,BS,BR,SF,SA,JB,PI,IN
2026-08-24,2630.0,2630.0,2550.0,2560.0,52533200,-19.6,-2.5,0.4144,-0.1459,2.0,0.0,0.0106,0.356,-2.4,0.0,-0.7205,-0.29,-2.9,-2.3,-4.8,-0.6492,-0.4784,-0.9459,-0.4381,23.8,-2.2,-0.2577,-14.9,0.1958,0.0,-0.2679,0.0,19.9,3.0,0.0,0.0,2.2,-4.9,0.0,-0.3144,0.0,0.0,0.0,0.2533,-0.2864,-1.5,0.4208,-2.7,0.0575,0.0,2.5,0.0,-0.2145,10.6,0.0,-0.5516,0.0,0.0,0.0,0.6969,0.8333,0.0259,-0.26,0.0131,0.0013,0.001
2026-08-26,2610.0,2660.0,2590.0,2630.0,50134700,-10.8,0.2966,-0.5561,0.0,0.1406,0.0,0.0,-0.409,0.0,-1.3,-0.6304,-1.5,-1.6,-0.2778,-0.2495,0.0,0.0,-1.4,-0.3098,-11.2,6.5,0.2345,-4.2,-4.1,0.1146,-0.3598,0.0,5.9,-2.6,0.0,0.2609,-0.2887,-2.1,0.0,-1.3,0.0376,0.0,41.6,0.1204,0.0908,-0.259,-0.2871,-5.4,0.0,0.0,-0.5051,0.0071,1.3,-4.1,0.0,0.0,0.0,1.1,0.0,0.0,-0.8385,0.0,0.0,0.0,0.0,0.0
2026-08-27,2700.0,2740.0,2580.0,2590.0,65458300,-9.0,0.0411,-0.345,0.0,1.3,0.1643,0.1147,-2.3,-0.7977,-0.1541,2.3,-1.1,-3.4,-0.6555,-1.2,0.0,-0.7389,0.0441,-0.3701,12.3,-1.6,-0.479,-10.7,3.6,0.025,-0.5897,0.0,15.8,-0.1457,0.0,0.0244,0.4049,-1.2,0.0,0.0,1.7,-0.1074,12.8,3.1,-0.5597,-8.4,0.5527,-0.3757,0.0,0.3153,0.3683,0.0316,0.1579,-10.1,-0.3785,-0.1,-0.27,0.182,0.0021,0.0003,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2670.0,2720.0,2620.0,2700.0,33101900,-10.0,1.1,0.0209,-0.0136,-2.8,-0.0302,-0.1043,0.8977,0.1049,-0.3523,1.6,0.2037,-0.739,-3.1,-0.6447,0.1479,0.3434,-0.4793,0.9599,-8.7,1.5,-0.2505,7.8,-0.9322,-0.0319,0.1699,0.3426,3.9,0.0739,0.0267,0.5086,-0.5321,-0.0672,-0.0041,-0.0271,0.3558,-0.0272,2.0,0.3557,0.0106,2.8,-0.0913,1.4,0.0079,-0.3839,-1.4,-0.001,-1.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
