Date,Close,High,Low,Open,Volume,SF,TP,YB,XL,LS,KK,DH,IF,QA,AI,XA,KI,YP,CC,DX,BQ,PD,GR,OD,IN,XC,AK,RB,BR,AT,MG,YJ,DR,HP,LG,PI,NI,AZ,SQ,CP,TF,EP,AG,BK,RO,ZP,YU,FZ,MU,PC,RG,AR
2026-08-24,57.0,59.0,57.0,59.0,38651700,0.0029,0.0012,-0.0396,-0.1202,0.0224,0.0061,0.0,-0.0105,-0.0004,-0.0116,0.0592,0.0006,-0.0364,-0.0158,0.0003,0.1224,0.0503,0.0532,0.0034,0.0027,0.004,-0.0018,0.0014,0.0,0.0155,-0.0807,0.0,-0.3284,-0.0004,0.0012,0.0,0.0368,0.038,0.0523,0.0591,0.0,0.0382,0.0,0.0,-0.0004,0.0017,-0.0057,0.0762,0.0029,0.0,0.0,0.0001
2026-08-26,51.0,57.0,51.0,57.0,100241000,0.0028,0.0021,0.2378,-0.408,-0.0213,0.0483,-0.0129,-0.0051,-0.0026,0.0434,-0.0528,0.0097,0.024,-0.0599,0.0054,-0.0111,-0.0359,0.0375,0.0714,0.0,-0.291,-0.0355,0.0013,-0.0204,0.0184,0.0248,0.0102,0.3832,0.0002,0.0309,0.002,0.0679,0.0543,0.0511,0.0263,0.0,-0.1585,0.0,0.0131,0.0,0.0043,-0.0013,-0.0538,0.0028,-0.0001,-0.0027,0.0
2026-08-27,54.0,56.0,51.0,52.0,79395800,-0.0169,-0.0011,-0.3288,0.5898,0.0,0.0081,-0.0162,-0.0117,-0.0002,0.074,-0.0199,0.0134,0.2087,-0.0869,-0.0053,-0.0187,0.0444,-0.0034,0.1176,0.0,0.0308,-0.2111,-0.0014,0.0,-0.0164,-0.0355,0.0,-0.214,-0.0082,-0.0007,0.0,0.0791,-0.0764,-0.0045,-0.0287,0.0,-0.0358,0.0,0.0004,0.0011,0.0062,-0.0013,-0.0255,-0.0052,0.0,0.0,0.0
2026-08-28,55.0,57.0,53.0,55.0,170106900,0.0183,-0.0016,-0.0023,-0.3207,0.0033,-0.0252,0.0056,0.0068,0.0007,0.1156,0.0225,-0.0148,0.0099,0.1019,0.0113,0.1283,0.157,-0.0438,0.0986,-0.0001,0.1199,0.0544,-0.0014,-0.1272,0.0014,-0.0219,0.0002,-0.1858,0.0042,0.0248,-0.0019,-0.1146,0.0019,-0.0842,0.021,-200.0,0.0274,0.0008,0.0145,0.0026,-0.0074,0.0,0.0,0.0,0.0,0.0,0.0
