Date,Close,High,Low,Open,Volume,YU,AG,CC,HD,LG,DR,KK,NI,XC,AZ,GR,FZ,PD,TP,DH,YP,AT,DX,XL,CP,OD,SQ,KI,ZP,QA,AK,EP,CD,YB,XA,RO
2026-08-24,304.0,304.0,302.0,302.0,461900,0.0,0.0,0.0006,0.0,0.0,0.0,0.001,-0.0032,0.0109,-0.0,-0.0005,0.0,0.0013,0.0001,0.0,-0.0003,0.0,0.0,-0.0086,0.0044,0.0011,0.0,0.0002,0.0,0.0062,-0.0136,0.0,0.0,0.0,0.0,0.0004
2026-08-26,302.0,304.0,300.0,302.0,582900,0.0001,0.0,0.0071,-0.0002,0.0,-0.0005,-0.0002,0.0052,-0.016,0.0,0.0,0.0,-0.0195,0.0001,0.0131,-0.0041,0.0001,0.0,0.0301,0.0,0.0002,-0.0027,0.0,-0.0005,0.0003,-0.0132,0.0,0.0,-0.0014,-0.0,0.0021
2026-08-27,302.0,304.0,298.0,302.0,1839600,0.0001,0.0003,0.0486,800.0,0.0002,0.0,0.0003,0.0499,-0.0158,0.0016,-0.3366,0.0001,0.0007,0.0212,-0.0012,0.0031,0.0061,0.0,0.2244,0.0026,-0.0039,0.0056,0.0,0.0,0.0001,-0.0075,0.0001,0.0,0.0,0.0,0.0
2026-08-28,300.0,304.0,298.0,302.0,1130700,0.0001,0.0002,0.0218,0.0002,-0.0001,0.0001,0.0306,-0.0134,0.0048,0.0,-0.2047,-0.0001,0.0089,-0.0001,0.0279,0.0241,0.001,0.0002,0.0679,-0.0111,0.0043,0.0372,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
