Date,Close,High,Low,Open,Volume,MG,CC,YP,NI,XL,KK,XC,BQ,SQ,CP,DH,OD,DX,LS,GR,PD
2026-08-24,2520.0,2600.0,2390.0,2390.0,9900,0.0,-0.0038,-0.001,0.0,0.0083,0.0,0.0005,0.0,0.0,0.0002,0.0,0.0,-0.001,-0.0007,-0.0025,-0.0
2026-08-26,2430.0,2510.0,2360.0,2510.0,8300,0.0002,-0.0028,0.0002,0.0002,-0.0025,0.0015,0.0005,0.0,0.0,0.0005,0.0,0.0021,0.0,0.0,0.0,0.0
2026-08-27,2410.0,2430.0,2410.0,2420.0,7500,0.0,0.0,0.0,0.0015,0.0002,0.0,0.001,0.0,-0.0162,0.0126,0.0012,-0.0002,0.0,0.0,0.0,0.0
2026-08-28,2440.0,2450.0,2380.0,2430.0,18600,-0.0275,0.0356,-0.0077,0.0007,0.0022,-0.0012,-0.0024,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
