Date,Close,High,Low,Open,Volume,AK,TP,XL,HD,DR,QA,NI,YP,MU,CC,CD,MI,PD,XC,OD,RO,SQ,KK,YJ,LG,DH,XA,KI,YU,YB,CP,DX
2026-08-24,905.0,905.0,900.0,905.0,28206100,0.0057,0.0,0.0316,0.0,0.0,0.0201,0.0001,-0.3799,0.0,24.3,-24.8,0.0,0.0194,0.0154,-0.0001,0.0003,0.171,0.0,0.0,0.0101,0.0,-0.0062,0.0,-0.104,0.009,0.72,-0.0017
2026-08-26,895.0,905.0,895.0,900.0,5481200,-0.0037,0.0045,-0.0092,-0.0001,-0.0001,0.0,0.006,-0.0228,0.0,0.2812,-0.2519,0.0,-0.0029,0.0155,-0.001,0.0,0.0091,-0.0004,-0.0201,-0.0001,0.0003,-0.0045,0.0001,0.0,0.0,0.0,0.0
2026-08-27,900.0,910.0,890.0,895.0,5558200,-0.0118,0.0,0.0657,0.0114,0.0,0.0,-0.001,-0.0686,0.0,0.018,-0.0136,0.0,-0.0186,0.0051,0.0,0.0001,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,905.0,905.0,895.0,900.0,3932100,0.008,-0.0045,0.0271,0.002,-0.0004,-0.0199,0.0003,-0.0213,-0.0001,-0.0047,0.0045,0.0135,0.0016,-0.0035,-0.0023,-0.0004,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
