Date,Close,High,Low,Open,Volume,KK,XL,SQ,GR,XC,PD,AK,YP,CC,FS,CP,BQ,OD,DR,MG,AZ,PC,XA,QA,YB,KI,RO
2026-08-24,163.0,164.0,156.0,157.0,181100,0.009,-0.0056,0.0002,0.0,-0.0001,-0.0001,0.0,0.0001,-0.0034,0.0,0.0,-0.0002,-0.0001,0.0,0.0,-0.0,0.0,0.0,0.0001,0.0,0.0,-300.0
2026-08-26,165.0,170.0,158.0,163.0,983700,0.0101,-0.0148,0.0,-0.0003,0.008,-0.0014,0.0088,0.0075,-0.025,0.0,-0.0002,0.0026,0.0003,0.0,-0.0,0.0022,0.0,0.0,-0.0001,0.0024,-0.0001,0.0
2026-08-27,161.0,169.0,154.0,166.0,930900,0.0068,-0.0901,0.0003,0.0009,0.0222,0.001,-0.0024,0.0005,0.0524,0.0008,0.0033,-0.0015,-0.0006,0.005,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,160.0,165.0,157.0,161.0,127900,-0.0143,0.0004,0.0002,0.0155,0.0003,0.0002,-0.0001,0.0004,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
