Date,Close,High,Low,Open,Volume,TP,SF,SS,YB,XL,HD,LS,KK,ID,DH,YU,IF,FZ,XA,YP,MU,CC,AR,DX,BQ,PD,GR,OD,SA,XC,AK,MG,AT,YJ,DR,HP,IH,LG,NI,PF,AZ,SQ,CP,EP,AG,BK,RO,ZP,JB,PO,KI,MI,ES,RG,QA,PG,CD,PP,RS
2026-08-24,252.0,258.0,250.0,256.0,20078900,-0.0102,0.0,0.0,-0.0222,0.4614,0.0123,0.0078,0.0711,0.0,-0.113,0.0061,-0.0312,0.0,0.1795,0.1174,0.0,0.7146,0.0,0.0139,0.0099,-0.7799,0.5191,0.0058,0.0,0.3967,-1.1,-0.0948,0.0376,0.0063,0.0161,0.0129,0.0,0.02,-0.0211,0.0126,0.0017,-0.0115,-0.0511,0.1314,0.0,-0.4694,0.0006,-0.0355,0.0,0.0,0.0013,0.0,0.0,0.0,0.0003,0.0004,0.0,0.0,-0.0128
2026-08-26,242.0,252.0,242.0,252.0,27829900,0.0311,-0.0001,0.0024,-0.2578,0.0587,-0.0124,0.0115,0.0468,0.0,0.0252,0.0308,0.0005,0.0,0.0835,-0.2049,-0.0976,-0.3631,0.0,0.0012,0.0086,0.252,2.0,0.4887,0.0,0.0505,-0.2521,-0.0012,-0.0043,0.0064,-0.2146,0.0006,0.0,0.0275,0.0885,0.005,0.02,-0.0069,-0.5297,-0.0354,0.0,-0.5454,-0.8284,-0.0307,0.0,0.0005,-0.0027,0.005,0.0011,0.0,-0.0101,0.1968,-0.0001,-0.0073,0.0
2026-08-27,248.0,250.0,240.0,240.0,16578600,-0.0046,0.0,0.0,-0.1665,0.3118,0.0123,0.0,0.0269,0.0025,-0.1647,-0.0001,0.0007,0.0,0.0,-0.0259,0.0,0.2916,0.0074,-0.0008,0.0205,-1.4,0.2652,-0.0015,0.0,0.0202,0.8335,0.0026,-0.0172,0.0123,0.0,-0.0017,0.0,-0.5381,0.0506,0.0123,0.1017,-0.066,0.0502,0.012,0.003,0.2852,0.0092,0.0352,-0.0049,-0.0002,0.001,0.0049,-0.0013,0.0006,0.0,0.0,0.0,0.0,0.0
2026-08-28,254.0,262.0,248.0,248.0,56903700,0.1599,0.0254,-0.0026,0.1487,0.6342,-0.0037,-0.0197,0.0694,-0.0026,0.0126,0.5049,0.0039,-0.0002,0.1484,0.5698,0.1008,0.7582,-0.1524,0.0111,-0.0068,-0.9297,0.0224,0.1113,-0.0052,-0.3093,0.2206,0.0281,-0.068,-0.032,0.1453,0.0232,0.129,0.0252,0.0179,-0.013,-0.0213,-1.5,0.3042,-0.0559,0.0514,0.0744,-0.9679,-0.1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
