Date,Close,High,Low,Open,Volume,PC,HP,GR,LS,YP,LG,OD,CP,XA,PD,DH,NI,CC,SF,AZ,ES,EP,HD,SQ,KI,YU,AT,KK,XL,YB,DX,BQ,XC,YJ,AO,IF,DR,MG,AG,QA,RO,FZ,ZP,RS,TP,RB,AR,ZR
2026-08-24,272.0,278.0,268.0,278.0,1252500,0.0,0.0,0.0001,0.0,0.044,0.0003,-0.0091,-0.0036,-0.0864,0.0021,0.0108,0.0035,0.0096,0.0,-0.1443,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.1718,0.0044,0.0,0.0041,0.0,-0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,340.0,340.0,296.0,296.0,16680600,0.0,-0.0191,-0.1603,0.0,-0.1563,-0.0053,0.0502,0.2007,0.017,1.4,0.003,-0.0261,-0.4887,0.0,-0.0512,0.0,-0.0988,-0.0004,-0.0494,0.0,0.0341,-0.2396,-0.1101,-0.3619,-0.0574,0.0066,0.0049,-0.3201,0.0022,0.0507,-0.002,0.0302,0.3461,0.0,0.0,-0.0004,0.0,-0.0098,0.0,-0.0059,0.0,0.0,-0.0017
2026-08-27,388.0,420.0,376.0,390.0,59766400,0.0008,0.0617,-0.0677,0.0,-1.1,0.4076,0.0743,-0.2736,-0.2463,5.7,-0.0705,-0.1492,-0.422,0.0,0.0102,-0.0081,0.137,-0.0182,-0.133,0.0,-0.0648,-0.0144,-0.2787,-1.5,-0.0834,-0.109,-0.009,-0.097,0.0154,-0.0798,0.0012,-0.0734,-0.9638,-0.0667,0.0003,0.0011,0.0002,-0.0101,0.0079,-0.4979,0.0,-0.136,0.0
2026-08-28,384.0,406.0,380.0,394.0,11139600,0.0039,-0.0004,-0.0055,0.0,0.1804,0.1923,-0.2051,0.0101,-0.0199,-0.2518,-0.0039,0.0001,0.6691,-0.006,0.0017,-0.004,0.0097,-0.0003,-0.0348,-0.0096,-0.3121,-0.0033,-0.0658,-0.1576,-0.0087,0.0013,-0.0024,-0.0059,-0.0016,0.0005,0.0,-0.0072,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
