Date,Close,High,Low,Open,Volume,CC,HD,LG,YP,XL,KK,NI,XC,SQ,BQ,AK,EP,XA,YU,AG,MG,DR,GR,PC,PD,DH,AO,AT,OD,AZ,YJ,HP,KI,AF,SF,CP
2026-08-24,113.0,115.0,113.0,114.0,1233000,0.0127,0.0,0.0,0.0075,0.0416,-0.0016,-0.0,-0.0006,0.0005,-0.0,-0.0001,0.0,0.0,-0.004,0.0,0.0,0.0011,0.0,0.0,0.0139,-0.0465,0.0,0.0,-0.0388,-0.0,0.0011,0.0031,0.0,0.0095,-0.0006,0.0011
2026-08-26,112.0,115.0,112.0,113.0,2289800,-0.0484,0.0001,0.0,0.0278,-0.0278,-0.0085,0.0011,-0.0202,-0.002,-0.0016,0.0004,0.0,0.0,0.0103,0.0006,0.0101,0.0025,0.0,0.0,-0.0062,0.0,0.0,-0.0289,-0.0035,-0.0125,0.0034,-0.0092,-0.0001,0.1125,0.0,0.0
2026-08-27,112.0,114.0,110.0,112.0,875200,-0.0131,-0.0,0.0,0.0091,-0.0316,0.0062,0.0009,0.0004,0.0014,0.0,0.0012,0.0,0.0,-0.0022,0.0001,-0.0006,0.0048,-0.0,0.0,0.0181,-0.0002,0.005,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,113.0,114.0,112.0,112.0,364700,-0.0006,-0.0001,-0.0056,-0.0,0.0082,-0.0035,-0.0,-0.01,0.0002,0.0001,-0.0002,0.0112,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
