Date,Close,High,Low,Open,Volume,DR,MG,BQ,TS,OD,XC,AT,PD,AG,EP,XA,CC,NI,IF,AI,XL,ZP,HD,YP,DX,GR,KK,YU,AZ,RO,SQ,YJ,LG,FS,TP,QA,KI
2026-08-24,380.0,384.0,358.0,384.0,1150600,0.0004,0.0,-0.0001,0.0,-0.0,0.0012,0.0,0.0001,0.0,0.0006,0.4033,0.0067,0.0002,0.0,0.0019,-0.0136,0.0,-0.4008,0.0007,0.0036,0.0,0.0019,0.0,0.0003,-0.0071,0.0006,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,394.0,416.0,380.0,380.0,2387600,-0.0114,0.0058,-0.0377,0.4476,-0.0,-0.0095,0.0004,0.0076,0.0572,-0.0009,-0.0027,-0.0358,0.0009,0.0,-0.009,-0.142,0.0,0.0,-0.1984,-0.0102,0.0,0.001,0.0,-0.0003,-0.0001,-0.0036,0.0279,0.0003,0.0995,0.0,-0.1867,0.0
2026-08-27,394.0,416.0,382.0,416.0,253400,-0.0004,0.0007,-0.0001,0.0028,0.0001,0.0024,0.0005,-0.0019,-0.002,0.0008,0.0,-0.0276,-0.0084,0.0,0.0019,0.0341,-0.0001,0.0,-0.0004,-0.004,0.0002,0.0008,0.0008,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,390.0,406.0,388.0,404.0,1342300,0.0008,0.0002,-600.0,0.0276,0.0025,-0.0023,-0.0004,-0.0152,-0.0529,0.0002,-0.425,0.0063,0.0019,0.0,-0.0,0.0396,-0.0108,0.4262,0.002,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
