Date,Close,High,Low,Open,Volume,AK,TP,XL,HD,SH,KK,DR,DH,IF,NI,AI,XA,ZP,BB,AZ,YP,SQ,CP,CC,EP,DX,AG,PD,GR,OD,BK,SA,XC,YB,KI,BQ,AT,MG,YJ,HP,LG,RG,RO,RF,YU,QA,PP,DD
2026-08-24,4270.0,4330.0,4260.0,4330.0,2424800,-1.2,-0.0017,0.1672,0.0428,0.0,-0.2413,-0.0065,-0.0022,-0.0256,0.0278,0.0,0.0129,7.7,0.0,-0.1948,-0.458,-0.021,0.0214,-3.2,-0.989,0.076,0.2412,-0.6549,-0.5293,0.0252,-0.3558,0.0,-0.0176,-0.0086,-0.0585,0.0,0.0,0.0022,0.0004,-0.0082,0.0,0.0009,-0.0004,0.0,-0.0236,0.0,0.0,-0.344
2026-08-26,4200.0,4260.0,4190.0,4260.0,1561500,-0.8497,0.0025,-0.0607,0.0423,0.0,-0.0214,0.0231,0.0,-0.0109,0.0329,0.0105,0.0169,-0.325,-0.7117,0.0089,0.3205,-0.1866,0.1638,2.4,-0.6926,0.0,0.2396,-0.1187,-0.2172,0.2022,-0.7935,-0.0169,0.0559,-0.0509,0.0,-0.0034,0.0021,0.0004,0.3471,0.0,0.0144,0.0008,0.0021,0.2121,-0.0059,0.0004,-0.0143,0.0
2026-08-27,4310.0,4310.0,4190.0,4200.0,1658900,-0.8641,0.0,-0.0729,0.0039,-0.3425,-0.0205,0.016,-0.012,0.0,-0.0271,-0.0042,0.1802,0.7432,0.0,-0.0137,-0.1354,0.1168,0.0633,0.4072,0.0,-2.0,-0.0173,-0.0498,-0.0255,0.4215,0.6952,0.0517,0.0004,-0.4277,1.2,0.0004,-0.0136,-0.0004,0.1339,-0.0302,-0.0034,0.0008,-0.0064,0.0,0.0,0.0,0.0,0.0
2026-08-28,4280.0,4330.0,4240.0,4310.0,2548100,0.9625,0.0086,-0.8205,0.0073,0.0429,-0.0651,0.0406,0.0047,0.0026,-0.0377,-0.0064,0.0085,-0.1025,0.996,0.4303,-0.8457,-0.8627,-0.0194,6.2,0.015,-4.4,0.0385,-2.0,0.0792,-0.0043,0.3624,-0.0258,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
