Date,Close,High,Low,Open,Volume,TP,YB,AT,MG,XL,HD,PD,KK,YJ,FS,DR,LG,BF,YU,IF,NI,DH,AI,KI,YP,AZ,SQ,CP,CC,EP,CD,XC,GR,OD,ZP,QA,BQ,XA,ZR
2026-08-24,725.0,730.0,720.0,730.0,59200,-0.0059,0.0,0.0,0.0,-0.0121,0.0,-0.0027,0.0029,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,-0.0018,0.0,0.0,0.0118,0.0029,0.0004,0.0,-0.0002,-0.0001,0.0,0.0031,0.0,0.0,-0.0007,0.0,0.0027,0.0,-0.0017
2026-08-26,695.0,730.0,690.0,720.0,895000,0.0778,0.0,0.0,0.0,0.0566,0.0002,-0.0129,0.0048,0.0139,0.0007,0.0,0.0015,0.0,0.0,0.1389,0.0018,0.0302,0.0,0.0,0.035,0.0784,0.0044,0.035,0.0176,-0.0354,0.0,-0.3632,-0.17,0.0139,0.0007,0.0,0.0001,0.07,0.0
2026-08-27,715.0,715.0,700.0,700.0,111200,-0.0065,0.0,0.0,0.0,-0.0034,-0.0002,0.0019,0.0011,-0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135,0.0094,0.0,0.0085,-0.026,0.0,0.0,0.0353,0.0,0.0,0.0,0.0001,0.0039,0.0,0.0
2026-08-28,720.0,800.0,700.0,715.0,2066200,-0.0016,-0.0036,0.1161,0.0039,-0.0165,-0.0,-0.0324,0.0238,-0.0056,-0.0007,-0.015,-0.0363,-0.0375,0.0784,0.0112,0.0113,-0.0119,-0.0053,-0.0007,-0.0354,-0.0181,-0.0027,0.0176,-0.3003,-0.0146,0.0001,0.2183,-0.0033,-0.0373,0.0985,0.0,0.0,0.0,0.0
