Date,Close,High,Low,Open,Volume,CP,AZ,KK,XL,EP,GR,PD,XC,AK,YP,AR,CC,IF,OD,DX,AI,KI,MG,AT,DH
2026-08-24,460.0,460.0,458.0,460.0,65300,0.0,0.0003,0.0,-0.0059,-0.0005,0.0,0.0003,0.0001,0.0033,0.0004,0.0,0.0012,0.0,0.0006,0.0,0.0,0.0,0.0,-0.0,0.0002
2026-08-26,458.0,460.0,456.0,458.0,121000,0.001,0.0,-0.0141,0.0027,0.0044,0.0,0.0005,0.0004,0.003,0.0008,0.0,0.001,0.0,0.0015,0.0,0.0001,0.0,-0.0013,0.0,0.0
2026-08-27,460.0,460.0,458.0,458.0,107400,0.0,0.0,0.0021,-0.0346,-0.0095,0.0,0.0,-0.0005,0.0,-0.0044,0.0,0.0461,0.0,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,460.0,464.0,456.0,462.0,59400,-0.0011,0.0028,0.0001,0.0006,0.0001,0.0021,-0.0002,-0.0,0.0031,0.0044,-0.0073,0.0014,0.0001,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
