Date,Close,High,Low,Open,Volume,DH,NI,YP,XL,PD,CC,EP,XC,OD,SQ,KI,AG,DR,XA,PC,RO
2026-08-24,2210.0,2230.0,2200.0,2220.0,29700,0.0,0.008,-0.0211,-0.0265,0.034,0.0069,-0.0004,-0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007
2026-08-26,2180.0,2230.0,2170.0,2220.0,83200,0.01,0.0217,0.0151,0.0831,-0.1692,0.0118,0.0,0.0009,0.0,0.0041,0.0002,0.0,0.0004,0.0002,0.0217,0.0
2026-08-27,2180.0,2180.0,2150.0,2180.0,64800,0.0017,0.0007,0.008,0.0601,-0.1136,0.003,0.0,0.0145,0.0013,0.0224,0.0002,0.0011,0.0006,0.0,0.0,0.0
2026-08-28,2180.0,2190.0,2170.0,2190.0,11300,-0.0017,0.0068,0.0017,-0.0146,-0.0009,0.0028,0.0011,0.0044,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
