Date,Close,High,Low,Open,Volume,AG,HP,QA,GR,YP,LG,OD,CP,XA,PD,BK,DH,AK,NI,CC,RO,AZ,BS,EP,ZP,HD,SQ,KI,AI,YU,SH,BB,AT,TP,KK,XL,YB,BQ,XC,YJ,IF,DR,MG,LS,JB,FZ,CD,DX,BR,SF,RF,RG,IU,FS,RX
2026-08-24,910.0,945.0,830.0,835.0,25641300,-0.0021,-0.0267,0.0,-0.0177,-0.788,-0.2657,0.0661,-0.2382,-0.1366,-1.3,0.0872,-0.0064,-1.5,-1.0,-0.0116,-0.0079,-0.0057,0.0,-0.1221,0.8492,-0.0162,-0.1042,-0.002,0.3154,0.1539,0.0,0.0641,0.0448,0.0561,-0.3334,-0.1188,0.159,0.3894,-0.1967,0.2578,-0.1196,0.304,2.6,0.0,0.0,0.0001,0.3588,-0.0016,0.0347,0.0,0.4823,-0.0102,0.0137,-0.0017,0.1647
2026-08-26,860.0,930.0,855.0,920.0,19148000,-0.5144,0.0218,0.0007,-0.0447,-0.5024,0.662,0.0086,-0.028,0.0255,-0.2941,0.1078,-0.2349,2.0,-0.6545,-0.2352,0.0087,0.035,0.0177,0.0223,-0.1486,-0.008,-1.0,-0.0185,0.0,-0.0489,0.0,0.0348,0.0182,-0.1259,0.1115,-0.0841,0.0004,-0.0452,0.0487,0.1816,-0.0251,-0.3941,1.1,0.0001,0.0,0.0,0.0875,0.0,-0.0333,-0.0003,0.0004,0.0,0.0,0.0,0.0
2026-08-27,925.0,930.0,860.0,860.0,9112300,-0.0028,-0.0228,0.0,-0.0648,0.4404,0.0192,-0.0346,-0.046,-0.069,-0.1428,0.2412,-0.0693,-0.5262,0.1427,1.0,-0.0023,0.3659,-0.0181,-0.0016,0.2542,-0.0105,-0.2364,0.0009,0.0096,-0.0444,0.0,0.0044,-0.0345,-0.0113,0.0758,-1.3,-0.1176,0.4285,-0.2119,-0.0276,-0.0853,-0.0053,0.0,-0.0018,0.0002,0.0044,0.0919,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,900.0,935.0,885.0,930.0,5702800,0.0018,0.1795,0.0017,0.0027,0.5112,0.0673,0.0196,-0.0213,0.1155,-0.2774,0.0274,0.0001,-0.2183,0.0537,-0.5413,0.0001,-0.0519,0.009,-0.0034,-0.1502,-0.0062,-0.0338,0.0031,0.0022,0.0238,0.091,0.0178,0.0447,0.0051,0.0762,0.581,-0.1234,-0.7827,0.1448,-0.0045,0.0487,-0.0252,0.2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
