Date,Close,High,Low,Open,Volume,DH,AK,NI,AZ,YP,AT,HD,CP,XL,PC,CC,SQ,KK,BQ,PD,OD,LG,XC,AG,IF,GR,KI
2026-08-24,336.0,344.0,336.0,344.0,54700,0.0,-0.0002,0.002,0.0,0.0,-0.0035,-0.0002,0.0,-0.0006,0.0,-0.0006,0.0,0.0008,0.0,0.0004,0.0,0.0,0.0017,0.0,0.0,0.0,0.0
2026-08-26,334.0,342.0,326.0,336.0,162200,0.0002,0.005,0.0,0.0,0.0249,-0.0027,-0.0,0.0,-0.0191,0.0,-0.0,0.0,0.0052,0.0,-0.0002,0.0012,-0.0074,-0.0005,0.0001,-0.0066,0.0,0.0
2026-08-27,332.0,334.0,332.0,334.0,45600,0.0,0.0004,0.0001,0.0,0.0003,0.0032,0.0,0.0,0.0067,0.0027,-0.0009,0.0,0.0013,0.0,-0.0128,0.0,0.0,-0.0008,-0.0001,0.0,0.0,0.0
2026-08-28,330.0,362.0,322.0,334.0,532400,0.0001,-0.0006,-0.0003,0.0002,-0.0002,-0.0064,0.0,0.005,-0.0023,-0.0001,-0.0146,-600.0,0.0091,0.0001,-0.0073,0.0032,0.0001,0.014,0.0,0.0,0.0,0.0
