Date,Close,High,Low,Open,Volume,AK,BQ,MG,PC,SQ,DH,OD,XC,KK,LG,PD,IN,EP,AG,XA,CC,NI,AI,YB,IF,ZP,XL,YP,HD,CD,DX,GR,DR,HP,YJ,YU,AZ,CP,KI,ZR,AT,TP,RO,PO
2026-08-24,121.0,122.0,119.0,121.0,3531200,-0.0002,-0.0158,0.0,0.0,0.0125,0.0014,0.0093,-0.0636,-0.045,0.0,0.0225,0.0,-0.0001,0.0075,-0.0,-0.052,0.0204,0.0,-0.0047,0.0,0.0024,0.1333,-0.0184,0.0009,0.0,0.0,-0.0082,0.0001,0.0028,0.0,0.0092,-0.0003,-0.0032,0.0,0.0,0.0023,-0.0015,0.0006,-0.012
2026-08-26,113.0,121.0,113.0,121.0,8413500,-0.0282,-0.0967,-0.0062,0.0181,0.0158,0.0034,-0.0363,-0.0517,0.0474,0.0049,0.0052,0.0,0.0296,0.0841,0.0019,-0.0575,0.0021,0.0024,-0.0051,0.0032,0.0024,-0.0236,0.1349,0.0043,0.0064,-0.0003,-0.0051,-0.0751,0.0,0.0116,0.007,0.008,-0.0104,-0.0001,0.0003,0.0032,0.0003,0.0,0.0
2026-08-27,118.0,119.0,111.0,111.0,5635600,0.045,0.0337,-0.0042,-0.0177,0.0026,0.0588,-0.0057,-0.0025,0.0108,0.0,-0.0243,-0.0012,-0.0006,0.0049,-0.0012,0.0444,-0.0044,0.0,0.0,-0.006,0.0014,-0.1431,-0.1212,-0.0048,-0.006,0.0,0.0004,-0.0003,-0.0012,-0.0118,0.1577,-0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,117.0,120.0,117.0,119.0,3678600,0.0002,0.068,-0.002,100.0,0.0074,0.0605,-0.0063,0.0124,0.0021,0.019,0.0079,0.0012,0.0295,-0.0737,-0.0065,-0.0954,-0.0018,0.0023,0.0,0.0,0.0132,-0.0304,-0.0072,-0.0003,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
