Date,Close,High,Low,Open,Volume,LG,PD,CP,BQ,HP,NI,EP,SQ,QA,XL,YB,MG,AZ,CC,KK,DX,YJ,AG,YP,OD,IU,XC,AI,HD,RO,ZP,PC,IF,DR,BK,KI,AK,GR,XA,AT,MU,CD,DH,SF,AO,PI
2026-08-24,65.0,66.0,63.0,65.0,20068600,-0.0018,0.0538,0.0003,0.0049,0.0,-0.113,-0.0023,-0.0006,0.0001,0.1603,-0.0319,0.0003,-0.0006,-0.0072,-0.0277,0.0,0.0,0.0,0.0179,-0.0038,-0.013,-0.0235,-0.0165,-0.0011,0.0004,0.0,0.0,-0.0,-0.0002,0.0,-0.0001,-0.0041,0.0039,0.0075,0.002,0.0,-0.0001,0.0,-0.0001,-0.0035,-0.0001
2026-08-26,61.0,67.0,61.0,65.0,37118600,0.0057,0.0059,0.0733,0.049,0.0001,0.0967,0.0057,0.0039,-0.0051,-0.0737,0.002,0.0029,0.0556,0.0418,-0.0112,0.0013,-0.0047,0.0,-0.0719,0.0054,0.034,0.0383,0.0219,0.0013,0.0,0.0082,0.0004,-400.0,0.0339,0.0,0.0133,-0.3473,0.0,-0.0,0.0067,0.0064,-0.0001,0.0002,0.0,0.0,0.0
2026-08-27,63.0,63.0,58.0,61.0,20907900,0.0001,0.0218,0.0186,0.0016,0.0001,0.0173,-0.0084,-0.0031,0.0005,-0.1189,-0.006,0.008,0.042,-0.0054,-0.0087,0.0001,-0.0001,0.0059,-0.0022,0.1226,-0.0297,-0.0438,-0.0001,-0.0017,-0.0002,0.0236,0.0001,0.0,-0.031,0.0044,0.0077,-0.0096,0.0018,-0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,62.0,63.0,61.0,63.0,6584500,0.0012,-0.056,0.0031,-0.0296,-0.0005,0.0194,-0.0062,-0.0035,0.002,0.0054,-0.0118,-0.0062,0.0533,-0.0083,0.0202,0.0011,0.0003,-0.0062,-0.0166,0.0013,0.0246,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
