Date,Close,High,Low,Open,Volume,YP,MG,XL,CC,KK,YJ,PD,OD,LG,XC,AZ,CP,EP,BQ,BK,NI,SQ,YU
2026-08-24,1265.0,1275.0,1240.0,1275.0,12500,0.0,0.0,-0.0004,0.0001,0.0,0.0,0.0003,0.0,-0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,-0.0008,0.0011,-0.0001
2026-08-26,1240.0,1335.0,1240.0,1265.0,33100,-0.001,0.0,-0.0281,0.0109,0.0,0.0261,-0.0,-0.0015,0.0,-0.0029,0.0001,0.0001,-0.0,0.0,0.0,-0.0027,-0.0011,0.0
2026-08-27,1240.0,1335.0,1230.0,1230.0,12300,-0.0005,0.0,-0.0011,-0.0041,0.0,0.0,0.0018,0.0031,0.0016,-0.0008,-0.0001,-0.0001,-0.0,-0.0,0.0003,0.0,0.0,0.0
2026-08-28,1260.0,1365.0,1235.0,1245.0,12700,-0.0015,0.0,-0.0056,-0.0001,-0.0001,0.0133,-0.0015,-0.0027,-0.0016,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
