Date,Close,High,Low,Open,Volume,SF,AT,CP,BR,PD,RO,FZ,HP,NI,EP,XL,AR,ZR,YB,YU,EL,AZ,IN,AK,GR,CC,KK,IH,YJ,YP,XA,OD,XC,TP,DU,SQ,PC,BK,KI,DX,DH,LG,QA,DR,BQ,ZP,AO
2026-08-24,900.0,965.0,890.0,945.0,3062100,0.0945,0.1833,0.0063,0.0,0.0661,0.0033,-0.902,0.0,0.0157,-0.0104,-0.4673,0.0963,0.189,0.0097,0.0,0.1418,0.0653,0.0945,-0.002,0.0069,-0.1558,0.0021,0.0473,-0.0113,0.053,0.0,0.0297,0.1987,0.0024,0.0945,0.0938,0.0,-0.0178,0.0,0.0,0.0147,0.0037,0.0,0.0547,-0.0,-0.0009,0.0002
2026-08-26,905.0,945.0,875.0,875.0,2819200,0.0407,0.0452,0.1797,0.179,0.0048,0.0,-0.9084,-0.0142,-0.0206,-0.0001,0.1964,0.0498,0.0,-0.0023,0.0,0.0433,0.1341,0.0407,0.011,0.0046,-0.2365,0.0176,0.1343,0.0541,0.0174,0.0,0.0022,-0.0274,0.0,0.0498,0.0385,0.0,0.0003,-0.0001,0.0,-0.0074,-0.0009,0.0015,-0.0271,0.0,0.0,0.0
2026-08-27,910.0,940.0,880.0,900.0,1723400,0.213,0.0902,-0.0199,-0.0272,-0.0461,-0.0,-0.9075,-0.0099,0.0005,0.001,-0.0578,0.1674,0.1929,0.0001,0.0,0.0,0.0,0.1138,-0.0215,0.0015,-0.1076,0.0113,0.0,-0.0046,0.1099,-0.0,-0.0043,-0.0041,0.135,0.1483,0.0169,0.0,0.0076,0.0009,0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,900.0,930.0,880.0,915.0,3593200,0.0895,0.0877,0.3191,0.18,0.0018,0.0008,-2.0,0.0089,0.0755,0.0045,-0.5137,0.2703,0.225,0.0162,0.0009,0.135,0.2693,0.225,-0.0131,0.0043,0.2541,0.008,0.18,0.0016,0.0294,0.02,0.0165,0.1077,-0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
