Date,Close,High,Low,Open,Volume,SF,ES,YB,AT,XL,HD,KK,DR,LG,DH,QA,NI,AI,XA,KI,YP,AZ,SQ,CP,MU,CC,EP,DX,BQ,PD,OD,RO,XC,FZ,DU,ZP,IF,GR,MG,AG,YJ,CD
2026-08-24,86.0,88.0,85.0,85.0,6881900,0.0,0.0171,-0.0096,-0.0388,0.0205,-0.0004,0.0136,-0.0005,0.0043,0.0,0.0001,0.0193,0.0,0.0,0.0,0.0552,0.0,-0.0008,-0.0229,-0.0275,0.0156,0.0008,0.0,-0.0026,0.0209,-0.0701,-0.0002,0.0124,0.0,0.0,0.0,0.0,-0.004,0.0,-0.0025,0.0,0.0
2026-08-26,85.0,87.0,84.0,87.0,3229400,0.0,0.0169,0.0042,0.0302,-0.0543,0.0,0.0201,0.0022,0.0014,0.013,0.0001,-0.0233,0.0,0.0077,-0.0001,0.0141,0.0001,-0.0015,-0.0044,0.0,0.0121,0.0017,0.0009,-0.003,-0.0113,-0.0204,0.0,-0.0047,0.0,0.0009,0.0002,0.0,0.017,0.006,-0.0103,-0.0154,-0.0
2026-08-27,89.0,95.0,84.0,85.0,39510900,0.0,-0.0661,-0.0382,-0.028,-0.1208,0.0006,-0.0522,-0.0037,-0.0009,-0.0139,-0.0015,0.0783,0.0179,0.0088,-0.0207,-0.046,0.0026,0.01,0.1605,0.0,0.1456,-0.0028,0.0,0.0065,0.0142,-0.0164,0.0002,-0.0155,-0.0057,0.0,0.0211,-0.0051,-0.023,-0.0057,-0.0003,0.0,0.0
2026-08-28,88.0,89.0,87.0,89.0,3427000,0.0022,0.0263,0.0042,-0.0026,0.0355,-0.0002,0.005,0.0002,0.001,-0.0008,100.0,0.0101,-0.0044,-0.0,0.0025,-0.0292,-0.0015,-0.002,-0.0576,0.0017,-0.0036,0.003,0.0015,-0.0053,-0.0445,0.0405,0.0007,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
