Date,Close,High,Low,Open,Volume,BQ,GR,DR,MG,SQ,OD,XC,AT,KK,PD,XA,CC,NI,YB,TP,XL,HD,YP,CP,YU,IH,DX,IF,DH,KI,AO,AZ,EP,QA
2026-08-24,238.0,270.0,226.0,232.0,2505000,0.0112,600.0,-0.0087,-0.0001,-0.0001,0.0021,0.0189,0.0024,0.0222,-0.0366,0.1122,0.0314,0.0045,-0.0011,0.0,-0.0316,-0.1122,-0.0129,-0.0098,-0.0014,0.0,0.0036,-0.0,-0.0007,0.0,-0.0014,0.0082,-0.0001,0.0
2026-08-26,240.0,246.0,230.0,238.0,264200,-0.0004,0.0,0.0,0.0,0.0,0.0004,-0.0003,0.0,0.0011,-0.0006,0.0,-0.0008,-0.0041,0.0,0.0,0.0084,0.0,0.0025,-0.0052,0.0,0.0,0.0,-0.0005,-0.0,-0.0004,0.0,0.0,0.0,0.0
2026-08-27,236.0,240.0,232.0,240.0,178100,0.006,0.0,0.0,0.0,0.0,0.0003,0.0006,0.0002,0.0059,-0.0001,0.0,0.0008,0.0,0.0007,0.0,-0.0175,0.0,0.0019,0.0001,0.0014,0.0034,-0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,242.0,268.0,234.0,236.0,2282900,0.0019,0.0727,-0.0012,-0.0,-0.0005,0.0032,-0.0567,-0.0024,-0.0217,-0.0032,-0.1119,-0.0011,0.0001,-0.0007,-0.0001,0.0207,0.1086,-0.0072,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
