Date,Close,High,Low,Open,Volume,AZ,EP,ZP,SQ,GR,KI,YP,YU,LG,OD,AT,CP,KK,XL,XA,YB,DX,XC,PD,DH,AK,NI,CC,IF,DR,MG,RO,HD,AI,JB,TP,YJ,QA,BQ
2026-08-24,380.0,384.0,380.0,382.0,2120500,0.0401,0.0036,0.0008,0.0037,0.0486,-0.0001,0.0414,0.0,0.0,0.0164,0.0,-0.1052,0.0077,0.2413,0.0,0.0054,0.0004,-0.0166,-0.0069,-0.0003,0.0,-0.0076,-0.253,0.0003,-0.002,0.0,-0.0004,-0.0005,0.0,0.0,-0.0,0.0,0.0001,-0.0173
2026-08-26,378.0,380.0,378.0,380.0,2166300,0.0456,0.0021,-0.0007,0.01,0.0129,0.0001,-0.0267,0.0038,0.0007,-0.0018,0.0023,0.0008,0.0091,0.2056,-0.0053,0.0,0.0,0.0499,-0.0987,0.0104,-0.0057,0.0235,-0.2382,0.0002,0.0008,0.0,-0.0013,0.0,0.0,0.0008,0.0,-0.0002,0.0,0.0
2026-08-27,380.0,382.0,378.0,378.0,1643900,0.0266,0.0095,0.0,0.0278,0.0,0.0006,-0.0038,0.0,0.0004,0.0024,-0.0,0.0,-0.0037,0.0963,0.0367,-0.0038,0.0002,0.0133,0.0161,0.0007,-0.007,0.0643,-0.3165,0.0004,-0.0019,0.0,-0.0007,-0.0005,0.019,0.0008,0.019,0.0038,0.0,0.0
2026-08-28,382.0,382.0,380.0,380.0,1677700,0.0417,0.0249,0.0002,-0.0038,0.0,0.0,0.006,-0.0015,-0.0057,-0.0176,-0.0011,0.0005,-0.0015,0.157,0.1528,-0.0031,0.0002,0.0667,-0.0476,-0.0065,-0.0003,-0.0011,-0.3616,0.0002,-0.0,0.0011,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
