Date,Close,High,Low,Open,Volume,AK,TP,AT,XL,HD,PD,LS,KZ,KK,HP,GI,AO,LG,DH,YU,QA,IF,AI,NI,BB,AZ,SQ,YP,CP,CC,EP,AG,BQ,XC,GR,OD,BK,RO,ZP,YJ,XA,KI,RX,DX,CD,YB,DR
2026-08-24,4630.0,4710.0,4600.0,4680.0,2878200,-8.3,0.0046,0.0,1.1,-0.0023,-1.9,0.0018,-0.1274,0.0563,0.0,0.0,3.7,0.924,0.006,0.0,0.0,-0.0255,0.0,-1.3,-0.0005,-0.0014,0.1075,0.1664,0.0245,5.6,-0.0009,0.0,0.0018,0.1376,0.047,0.0148,-0.1728,0.0014,-0.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0
2026-08-26,4640.0,4780.0,4620.0,4640.0,2885400,2.4,-0.4983,0.0,-0.9959,0.0035,-0.4552,-0.0024,1.9,-0.4976,-0.0048,0.0,1.4,-1.3,-0.0298,-0.6751,0.0,-0.0052,0.0,-0.0721,3.4,-0.0024,-0.0832,-0.1332,-0.0206,0.2172,0.0187,0.0,-0.0014,-0.1236,-0.0438,-4.3,-0.2866,0.0005,0.4165,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019,-0.084
2026-08-27,4670.0,4720.0,4630.0,4660.0,4797400,-4.7,0.0,0.0084,2.7,-0.0,0.0937,-0.001,0.0,0.0749,0.0,0.0,4.1,0.6974,0.0019,-3.0,0.0,0.0232,0.0,0.6756,6.2,0.0182,0.1979,0.5567,0.1058,-0.4534,0.3768,0.0232,0.0009,0.2927,0.0,-0.0749,-0.971,0.0159,-3.1,0.0061,0.0005,0.0232,-3.9,-0.0005,0.0051,0.0,0.0
2026-08-28,4690.0,4750.0,4680.0,4680.0,9142000,0.7374,-0.4804,0.0023,0.429,-0.0035,-1.1,-0.0019,9.6,0.407,0.0009,0.0005,1.4,0.4887,0.0361,9.1,0.0014,-0.0237,0.0047,-17.1,0.8319,0.0079,0.0353,-0.0393,-1.5,2.7,-0.2379,-0.0236,0.0001,0.8251,0.0414,2.0,-9.1,0.0102,0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
