Date,Close,High,Low,Open,Volume,BS,AT,CP,FZ,RO,ZP,NI,SQ,IF,QA,XL,CD,YB,KI,AZ,AG,YP,OD,DH,XC,LG,HD,PD,BQ,HP,EP,AO,DR,ES,BK,MG,YU,AK,GR,CC,YJ,OK,KZ,TP,BR,PF,TF,DX,IU,LS,AI,SH,KK,XA,FS,PC,RB,BB,PG,RG,DU,ZR
2026-08-24,4390.0,4470.0,4370.0,4450.0,6079100,0.0999,0.0501,-0.3935,0.0,-0.0795,-0.0035,-0.9032,0.0846,0.0097,0.0,1.6,-0.0047,0.0273,-0.1102,-0.3417,0.087,0.5228,5.0,0.1289,1.4,0.1011,0.0181,-0.1462,-0.0035,-0.269,-0.0683,-0.0631,-0.1323,0.0,-0.2341,0.4444,-0.0498,-2.7,-0.0263,0.7056,-0.0103,0.0,0.0,-0.2361,-0.0004,0.0,0.0,0.1143,0.0,-0.0013,-0.0684,0.0,2.8,-0.1139,0.1636,0.0022,0.088,-7.5,0.0044,0.0022,0.0485,0.022
2026-08-26,4200.0,4410.0,4200.0,4400.0,6764600,0.0,0.0086,0.017,0.0,0.0602,0.2688,-0.9053,-0.6352,0.052,0.0,-1.3,0.2567,-0.0109,-0.0122,-0.4566,0.0,-0.3943,6.3,0.1871,0.7062,-0.1103,-0.0362,0.0645,0.024,-0.0781,-0.0252,0.0983,0.0262,0.0218,0.0,-0.6407,-1.1,-0.2572,0.1362,3.1,0.1409,0.0,0.0,-0.0288,-0.0004,0.0022,0.0,-0.0696,0.0,0.0,0.0106,0.0429,1.5,-0.1162,0.3546,0.0497,0.0842,-7.3,0.0216,0.0,0.0,0.0
2026-08-27,4290.0,4330.0,4160.0,4190.0,7647100,0.0,0.0761,0.332,0.2115,0.0562,0.0322,0.1221,0.3548,0.0,-0.0141,6.6,-0.0805,0.1818,0.0119,0.0364,0.0231,1.3,1.9,0.2309,-1.3,0.1976,0.0,0.1263,0.0763,-0.8297,0.03,0.0,0.2007,0.0,0.3973,1.4,-7.5,3.3,-0.7056,-3.1,0.0572,0.0,0.0,-0.5202,-0.0004,-0.0022,-0.0008,-0.0542,-0.0786,-0.0965,-0.0107,-0.1886,-3.3,0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,4230.0,4350.0,4220.0,4340.0,7693600,-0.0055,0.0709,0.2554,0.212,0.56,0.1023,0.2396,0.1875,0.0308,-0.0004,2.9,0.0212,-0.0509,0.0341,-2.8,0.0362,1.6,6.1,0.2655,1.3,-0.2344,0.0169,0.396,0.182,-0.0849,0.0788,0.0732,-4.6,0.0214,-0.3938,0.0123,0.2188,-0.5499,-0.1089,3.4,-2.0,-0.085,-7.3,-0.2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
