Date,Close,High,Low,Open,Volume,TP,YB,MG,XL,HD,KK,DR,HP,QA,NI,KI,YP,AZ,CP,CC,AG,BQ,PD,GR,XC,OD,SQ,AT,YJ,GI,DH,EP,RO,LG,PC
2026-08-24,19.0,19.0,18.0,18.0,3337500,0.0,-0.0019,0.0063,0.0054,-0.0025,-0.0009,0.0076,0.0,0.0,0.0001,0.0,0.0098,0.0002,-0.0038,0.0025,0.0,0.0001,-0.0002,-0.0004,-0.0251,-0.0007,0.0002,0.001,0.0,0.0,0.0025,0.0,-0.0001,0.0,-0.0002
2026-08-26,18.0,19.0,18.0,19.0,23958400,0.0,0.005,0.0147,-0.0692,-0.2326,0.0221,0.0,0.0,0.0,0.0003,0.0,-0.0002,-0.0016,0.0276,0.0015,0.0,-0.0049,0.2116,0.0013,0.0067,0.0007,0.0286,0.0013,-0.0145,0.0,0.0012,0.0002,0.0,0.0002,0.0
2026-08-27,18.0,18.0,17.0,17.0,9114800,0.0,0.0045,-0.0083,-0.0041,-0.0003,0.001,-0.0085,0.0002,0.0,-0.0007,0.0,0.0045,0.0007,0.0041,-0.0054,0.0005,0.0,0.0085,0.0,-0.0137,0.0005,0.0,0.0017,0.0145,-0.0001,0.0002,0.0002,-0.0,0.0,0.0
2026-08-28,18.0,18.0,17.0,18.0,5528500,0.0008,-0.0069,0.0037,-0.0104,-0.0027,-0.0002,0.0011,-0.001,0.001,-0.0,0.0001,-0.0159,-0.0,0.0002,0.0021,0.0001,0.0,-0.0007,-0.0011,-0.0192,-0.0005,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
