Date,Close,High,Low,Open,Volume,AK,TP,ES,GR,YB,AT,XL,MG,HD,PD,KK,YJ,DR,HP,AO,LG,DH,YU,QA,NI,AI,XA,ZP,KI,AZ,YP,CP,CC,EP,DX,BQ,XC,RG,OD,BK,RO,SQ,MU,AG,FZ,IF,PC,RB,FS,PG,ZR,SH,FO
2026-08-24,177.0,184.0,177.0,184.0,26879200,-0.4953,0.0352,0.0,-0.0135,0.0012,0.0093,0.849,0.0052,0.0074,-0.0894,0.0027,0.0469,-0.0979,0.009,-0.0435,0.0009,-0.0309,0.0,0.0,-0.1365,0.0,-0.1069,0.0309,0.0001,-0.0213,-0.0206,0.1035,-0.0861,-0.0176,0.0,0.0409,-0.0084,0.0,-0.0033,-0.0408,0.0001,0.0511,0.0,0.0001,0.0,0.0018,0.0,0.0,0.0,0.0,0.0133,0.0019,0.0018
2026-08-26,164.0,177.0,164.0,177.0,65966300,-0.1399,0.0076,0.0,-0.1847,0.2152,-0.0119,-0.6431,0.4385,-0.0073,-0.0316,0.1603,-0.0015,-0.0007,0.0032,-0.0037,-0.0102,-0.0619,0.0023,-0.0176,-0.2745,0.0026,2.5,0.0104,0.002,-0.6943,-0.3119,-0.0164,-0.268,0.0195,0.0,-0.06,-0.0086,0.0,0.0509,-0.0514,0.0201,-0.6161,0.0,-0.0,-0.0087,-0.0001,-0.0007,0.0003,0.0007,0.0,0.0,0.0,0.0
2026-08-27,173.0,174.0,160.0,163.0,24223500,0.1186,-0.0012,0.0004,0.0343,-0.2026,-0.0057,-0.113,-0.031,0.0008,-0.1894,0.1303,0.0003,-0.0005,0.0001,0.0013,0.0136,-0.0267,-0.0017,0.0017,0.1864,-0.0022,-0.0054,0.0129,0.0018,0.0318,0.1397,0.0344,0.0206,-0.0135,-0.0086,-0.0014,-0.0676,0.0,0.0555,0.0568,-0.0007,-0.1702,0.0003,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,169.0,176.0,168.0,173.0,21369000,0.0945,0.0059,-0.0004,-0.2176,-0.0222,-0.0093,0.206,-0.0025,-0.0057,-0.0212,0.0538,-0.0016,-0.0335,0.0081,0.0009,-0.0195,0.0196,0.0337,-0.0017,-0.0019,0.0044,0.0063,0.006,-0.0014,0.0279,-0.1887,-0.0254,-0.7583,-0.0029,0.0,-0.0481,0.0997,0.0002,0.0863,-0.0395,-0.0,0.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
