Date,Close,High,Low,Open,Volume,TP,AT,XL,HD,FS,DR,PG,LG,NI,KI,ZP,YP,AZ,CP,TF,CC,AG,PD,XC,KK,QA,PC,EP,BQ,OD,RO,DH,SQ
2026-08-24,220.0,226.0,218.0,226.0,170500,0.0,0.0,-0.0303,0.0001,0.0,0.0,0.0,0.0002,0.0182,0.0069,0.0,0.0002,0.0,0.0,0.0,0.0015,0.0,0.0011,0.002,0.0,0.0,0.0,0.0002,-600.0,0.0,0.0,0.0,0.0
2026-08-26,226.0,230.0,214.0,218.0,593300,0.0009,0.0,-0.0371,-0.0001,0.0009,-0.0017,0.0,0.0001,0.0,0.0258,0.0009,-0.0207,0.0,0.0,0.0,-0.0024,0.0,0.0472,-0.0102,-0.0004,0.0,0.0,-0.0002,-0.0,0.0,-0.0,-0.0085,0.0057
2026-08-27,236.0,250.0,226.0,228.0,563200,-0.0009,0.0,0.0047,0.0,-0.0009,-0.0007,-0.0184,-0.0003,-0.0089,0.0225,-0.0009,0.0429,0.0071,0.0053,0.0,-0.0149,0.0,0.0047,-0.043,-0.0024,-0.0002,-0.0,-0.0,0.0,0.0044,-0.0,0.0,0.0
2026-08-28,238.0,240.0,228.0,236.0,298900,-0.0005,0.0004,-0.0122,-0.0,-0.0005,0.0001,-0.0265,0.0018,-0.0006,0.0024,-0.0005,0.0193,0.0072,0.0,-0.0,0.0028,0.0011,0.0026,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
