Date,Close,High,Low,Open,Volume,AK,AT,XL,KZ,KK,FS,DR,HP,IH,DH,NI,XA,ZP,YP,AZ,CP,CC,PD,GR,XC,OD,BK,RO,SQ,TP,YB,DX,YU,KI,BQ,PP,RX,TF
2026-08-24,270.0,276.0,266.0,276.0,2196000,-0.008,0.0,0.0812,0.0,0.0001,0.2755,-0.0,-0.0028,0.0,0.0001,-0.0048,0.0,-0.0887,-0.0121,-0.0004,-0.0055,-0.1273,0.0237,0.0,0.02,-0.0158,0.0,0.0,0.0,-0.0272,0.0008,0.0,0.0,0.0004,0.0,0.0,-0.1091,-0.0002
2026-08-26,270.0,272.0,266.0,270.0,1335300,0.0096,-0.0001,0.0006,0.0,0.0001,0.2052,-0.0014,0.0001,0.0,0.005,-0.0052,0.0,-0.0535,-0.0338,0.0027,-0.035,-0.0342,0.0003,0.0,0.0117,0.008,-0.0333,0.0,-0.0019,-0.0,-0.0086,0.0,-0.0309,0.0003,0.0025,-0.0083,0.0,0.0
2026-08-27,270.0,272.0,266.0,270.0,1793000,0.0282,0.0,0.0192,-0.1795,0.0013,0.2437,0.0,0.0009,0.0,-0.005,0.0036,0.0,-0.0721,0.0113,0.0,0.0015,-0.086,0.0017,0.0,0.0127,0.0001,0.0003,0.0,0.0,0.0013,0.0166,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,276.0,276.0,268.0,270.0,2073800,-0.001,-0.0001,0.0691,-0.2763,0.0056,0.1552,-0.0003,-0.0042,0.0001,0.0001,0.0224,0.0001,-0.0514,0.0525,0.0002,0.0063,0.0403,-0.002,-0.0,-0.0101,-0.0338,0.0274,0.0002,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
